s,x,px
0.0,8.5e-11,4.4e-07
1.2000000000000002e-06,8.198227365952638e-11,-5.037109373618943e-06
2.4000000000000003e-06,7.240729128139625e-11,-9.591903187986454e-06
4.000000000000001e-06,5.7823742759871655e-11,-1.278424299283079e-05
5.200000000000001e-06,3.9948643060568633e-11,-1.4743280815626231e-05
6.4000000000000006e-06,2.016527667974105e-11,-1.5795362134944723e-05
7.6e-06,-5.34869649017796e-13,-1.619356641562726e-05
9.2e-06,-2.1382173925885857e-11,-1.6021789251436407e-05
1.04e-05,-4.15927870076547e-11,-1.517238429977942e-05
1.16e-05,-6.011948572293356e-11,-1.3348546401787793e-05
1.28e-05,-7.544690069152617e-11,-1.0149870060875388e-05
1.4e-05,-8.562612965789063e-11,-5.379112267893211e-06
1.56e-05,-8.884732373243023e-11,4.820826493078523e-07
1.68e-05,-8.44291295049971e-11,6.236981906972373e-06
1.8e-05,-7.329180312541612e-11,1.0766620026439016e-05
1.92e-05,-5.733068199825888e-11,1.3721690144305175e-05
2.08e-05,-3.844719786681391e-11,1.536360770917755e-05
2.2e-05,-1.80744527532918e-11,1.6089531581482115e-05
2.32e-05,2.79860429745024e-12,1.6168171992599787e-05
2.44e-05,2.340708761386455e-11,1.567601103859314e-05
2.6e-05,4.296106245240772e-11,1.4499818170166492e-05
2.72e-05,6.04146504255687e-11,1.2364996991811727e-05
2.84e-05,7.431803240699071e-11,8.953129383726349e-06
2.96e-05,8.293442332201011e-11,4.203193426852662e-06
3.08e-05,8.481699882302619e-11,-1.3359048932127927e-06
3.24e-05,7.960337582641727e-11,-6.611471334976118e-06
3.36e-05,6.825471074703775e-11,-1.075015804174402e-05
3.48e-05,5.245586585775037e-11,-1.3521753247526788e-05
3.6e-05,3.3848668590016995e-11,-1.515893300066842e-05
3.76e-05,1.3683304467736236e-11,-1.5984202846238458e-05
3.88e-05,-7.1422713570137565e-12,-1.6202070882660413e-05
4e-05,-2.7880598331722e-11,-1.5837081965447925e-05
4.12e-05,-4.7691329449828614e-11,-1.4719842311561626e-05
4.24e-05,-6.539576278047629e-11,-1.2503947983366318e-05
4.4e-05,-7.931764837126438e-11,-8.806611596620651e-06
4.52e-05,-8.745989611200141e-11,-3.597528579901091e-06
4.64e-05,-8.826326869430863e-11,2.376642350910572e-06
4.76e-05,-8.155508371610849e-11,7.834680799988326e-06
4.92e-05,-6.867157578258158e-11,1.1865799378823649e-05
5.04e-05,-5.1599973267244994e-11,1.4362806657078979e-05
5.16e-05,-3.211538454134331e-11,1.5675629907963295e-05
5.28e-05,-1.1493251518610895e-11,1.6176813354423813e-05
5.4e-05,9.375134739241426e-12,1.6076015516380986e-05
5.56e-05,2.974357032829796e-11,1.538850818527296e-05
5.68e-05,4.8764385930239083e-11,1.3944859057887479e-05
5.8e-05,6.527235586025442e-11,1.1436533390154084e-05
5.92e-05,7.76947430343311e-11,7.584782915377674e-06
6.08e-05,8.430214026815019e-11,2.4930857866799665e-06
6.2e-05,8.391423321747926e-11,-3.083822812993902e-06
6.32e-05,7.660614209663362e-11,-8.06662915390965e-06
6.44e-05,6.365848004536198e-11,-1.1768266385968842e-05
6.6e-05,4.6810804801845133e-11,-1.4145511036191845e-05
6.72e-05,2.7595826961666384e-11,-1.549451621758185e-05
6.84e-05,7.1365406634615944e-12,-1.6113752874452146e-05
6.96e-05,-1.3741644966303924e-11,-1.6153821682770926e-05
7.08e-05,-3.4288957859833184e-11,-1.5578667363393974e-05
7.24e-05,-5.3583517134365027e-11,-1.4158120199629678e-05
7.36e-05,-7.029729662047769e-11,-1.150890637839574e-05
7.48e-05,-8.260817485207183e-11,-7.305768010446068e-06
7.6e-05,-8.854923649504533e-11,-1.7345507778739459e-06
7.76e-05,-8.691639445057614e-11,4.216169753144958e-06
7.88e-05,-7.80594639228728e-11,9.282864577856824e-06
8e-05,-6.363531198272584e-11,1.2808359588839875e-05
8.12e-05,-4.56323725949911e-11,1.4885782458900889e-05
8.24e-05,-2.5672911520730016e-11,1.5907941651443373e-05
8.4e-05,-4.888535466511767e-12,1.620544388527346e-05
8.52e-05,1.5902507279902963e-11,1.5926658333828346e-05
8.64e-05,3.59479216779623e-11,1.5026635643356454e-05
8.76e-05,5.4320098074641726e-11,1.328356424509652e-05
8.92e-05,6.972369606018373e-11,1.037102246107657e-05
9.04e-05,8.048660415521732e-11,6.086979444537742e-06
9.16e-05,8.496080118419981e-11,7.315176917473247e-07
9.28e-05,8.23103751021142e-11,-4.768794257536593e-06
