s,x,px
0.0,-3.6e-11,-5.2e-06
8.000000000000001e-07,-3.9624240058545795e-11,-4.569873178423076e-06
1.6e-06,-4.274774794151039e-11,-3.849025450911713e-06
2.4000000000000003e-06,-4.5306093584198404e-11,-3.045687209595428e-06
2.8000000000000003e-06,-4.7242650246904936e-11,-2.1727330616329987e-06
3.6000000000000007e-06,-4.851203940627195e-11,-1.2475890939471493e-06
4.4e-06,-4.9083263370084105e-11,-2.9147505679388796e-07
5.200000000000001e-06,-4.894203602441365e-11,6.719831350347253e-07
6e-06,-4.809190925169841e-11,1.6185720272189831e-06
6.800000000000001e-06,-4.655398979569262e-11,2.5254180455231137e-06
7.6e-06,-4.436529879140803e-11,3.3726688004865038e-06
8.000000000000001e-06,-4.157606806301886e-11,4.1446463170500294e-06
8.8e-06,-3.824642466114937e-11,4.830336995660673e-06
9.6e-06,-3.4442954434413995e-11,5.423244629012496e-06
1.04e-05,-3.023556718822869e-11,5.920754509098481e-06
1.12e-05,-2.5694951609711342e-11,6.323211862964907e-06
1.2e-05,-2.089075687964053e-11,6.632911080979393e-06
1.24e-05,-1.5890507615078425e-11,6.853146935475183e-06
1.32e-05,-1.0759167951112976e-11,6.987421759035245e-06
1.4e-05,-5.559220340667548e-12,7.0388524548077765e-06
1.48e-05,-3.511058925091207e-13,7.009787003153132e-06
1.56e-05,4.806126577209533e-12,6.901622319077645e-06
1.64e-05,9.854106934198124e-12,6.714809774651543e-06
1.72e-05,1.4734499698822347e-11,6.4490356178466945e-06
1.76e-05,1.9388554995972952e-11,6.1035650944681205e-06
1.84e-05,2.375697095981677e-11,5.677736315480627e-06
1.92e-05,2.7780170316907117e-11,5.1715791502928774e-06
2e-05,3.1399068631834584e-11,4.586514170708498e-06
2.08e-05,3.4556368397118244e-11,3.926058830240444e-06
2.16e-05,3.7198348274420614e-11,3.196439164125877e-06
2.24e-05,3.927703346147654e-11,2.406986531186011e-06
2.28e-05,4.075254384123503e-11,1.570203688743278e-06
2.36e-05,4.1595342851501664e-11,7.014228628982641e-07
2.44e-05,4.1788077513137396e-11,-1.819498354157866e-07
2.52e-05,4.1326728795581543e-11,-1.061519382764233e-06
2.6e-05,4.022088536948112e-11,-1.9191511072077644e-06
2.68e-05,3.849309503626875e-11,-2.738176261339159e-06
2.76e-05,3.61774013779932e-11,-3.504357481596389e-06
2.8e-05,3.3317298422518976e-11,-4.206479198090358e-06
2.88e-05,2.996340409693231e-11,-4.8365163482711765e-06
2.96e-05,2.6171155197564315e-11,-5.389419939169686e-06
3.04e-05,2.1998774156581004e-11,-5.862616937006675e-06
3.12e-05,1.7505674702276663e-11,-6.255345807548897e-06
3.2e-05,1.2751384503021063e-11,-6.567942556526391e-06
3.24e-05,7.794986204414575e-12,-6.801167597269267e-06
3.32e-05,2.6950223465308175e-12,-6.955634197366942e-06
3.4e-05,-2.4902255475336728e-12,-7.031374028612435e-06
3.48e-05,-7.702193078733354e-12,-7.0275589876671204e-06
3.56e-05,-1.2881344677688266e-11,-6.942391310643168e-06
3.64e-05,-1.7966469755696272e-11,-6.773173557981466e-06
3.72e-05,-2.2894101459309338e-11,-6.516572013116764e-06
3.76e-05,-2.759820620950657e-11,-6.1690860275146235e-06
3.84e-05,-3.2010298545757585e-11,-5.727725917910837e-06
3.92e-05,-3.606012976156913e-11,-5.190877783292002e-06
4e-05,-3.967706856685488e-11,-4.559292414433753e-06
4.08e-05,-4.279222577907195e-11,-3.837080800523604e-06
4.16e-05,-4.5341266994683287e-11,-3.0325435509594626e-06
4.24e-05,-4.726771490430173e-11,-2.158628754196536e-06
4.28e-05,-4.8526393053664723e-11,-1.232829368955381e-06
4.36e-05,-4.9086549626809066e-11,-2.7641487072658185e-07
4.44e-05,-4.8934172084689333e-11,6.869649160303779e-07
4.52e-05,-4.807309250972556e-11,1.6331028438029088e-06
4.6e-05,-4.652468217033981e-11,2.5391606866458818e-06
4.68e-05,-4.4326191629145944e-11,3.3853440485582266e-06
4.76e-05,-4.15280337503093e-11,4.156045835058247e-06
4.8e-05,-3.8190462627270524e-11,4.8403256690906544e-06
4.88e-05,-3.438013890759889e-11,5.431753895919853e-06
4.96e-05,-3.0167002346590265e-11,5.927769610631827e-06
5.04e-05,-2.5621737414334002e-11,6.328756272024617e-06
5.12e-05,-2.0813966606221787e-11,6.637030882829129e-06
5.2e-05,-1.581117635560712e-11,6.855897069303105e-06
5.24e-05,-1.0678290274569015e-11,6.988855155955779e-06
5.32e-05,-5.4777547978311895e-12,7.039012440978453e-06
5.4e-05,-2.6998394042421627e-13,7.008702938920514e-06
5.48e-05,4.8859895603326576e-12,6.899308278310601e-06
5.56e-05,9.931800714345246e-12,6.711266048783393e-06
5.64e-05,1.4809110354926236e-11,6.444252863017294e-06
5.72e-05,1.9459160085639685e-11,6.097530941901397e-06
5.76e-05,2.382264041350044e-11,5.670444165828761e-06
5.83999999999e-05,2.7839974504508082e-11,5.1630386293619454e-06
5.92e-05,3.1452094522932874e-11,4.576762336779664e-06
6e-05,3.460174389061926e-11,3.915170756212306e-06
6.08e-05,3.723527359384242e-11,3.1845361124334995e-06
6.16e-05,3.9304817116920356e-11,2.39423979888703e-06
6.24e-05,4.077063932179193e-11,1.5568325251163232e-06
6.28e-05,4.1603381321879555e-11,6.876857450398474e-07
6.36e-05,4.1785891730563014e-11,-1.9576995983380414e-07
6.44e-05,4.131436444646786e-11,-1.0751338632148599e-06
6.52e-05,4.0198597942061355e-11,-1.9322853185188183e-06
6.6e-05,3.84613327539871e-11,-2.7505869870453623e-06
6.68e-05,3.6136776988190334e-11,-3.515845264376468e-06
6.76e-05,3.326855418940944e-11,-4.216894219301541e-06
6.8e-05,2.9907374879463655e-11,-4.845757828584259e-06
6.88e-05,2.6108734039895445e-11,-5.397430218210863e-06
6.96e-05,2.1930883686999795e-11,-5.869372035139583e-06
7.04e-05,1.7433246231614938e-11,-6.2608443788242665e-06
7.12e-05,1.2675345386027958e-11,-6.572194861497948e-06
7.2e-05,7.716254984767282e-12,-6.8041856706317755e-06
7.24e-05,2.6145105056267574e-12,-6.957423939711899e-06
7.32e-05,-2.5716068270930997e-12,-7.03192962218736e-06
7.4e-05,-7.783522944855925e-12,-7.026859857097973e-06
7.48e-05,-1.2961681384454612e-11,-6.940401800403728e-06
7.56e-05,-1.8044840265852345e-11,-6.769845523429295e-06
7.64e-05,-2.2969494113341998e-11,-6.511850544128287e-06
7.72e-05,-2.766956884569528e-11,-6.162918452772161e-06
