s,x,px
0.0,-9.1e-11,0.0
3.6000000000000007e-06,-6.450280424019627e-11,1.328134345044301e-05
7.200000000000001e-06,-6.070194099329115e-12,1.6696557222655266e-05
1.08e-05,5.284106869688533e-11,1.4050317998354248e-05
1.44e-05,8.662838920276651e-11,2.8753813546220097e-06
1.8e-05,6.965669855989259e-11,-1.1356254382340555e-05
2.2e-05,1.5062598192996383e-11,-1.653490696885978e-05
2.56e-05,-4.607572515991428e-11,-1.5451960767497503e-05
2.91999999999e-05,-8.877168248470454e-11,-5.592660888450587e-06
3.28e-05,-7.889210858581763e-11,1.0540889873852058e-05
3.64e-05,-2.396197594002521e-11,1.6735641354136623e-05
4e-05,3.788666387127263e-11,1.572094245233704e-05
4.36e-05,8.331972249491688e-11,6.9500815816851156e-06
4.72e-05,7.960404405750831e-11,-8.796650236771082e-06
5.08e-05,2.9598723897825836e-11,-1.6253637318918917e-05
5.44e-05,-3.278843054210876e-11,-1.6483209311408254e-05
5.8e-05,-8.425476389520684e-11,-8.768397282593353e-06
6.2e-05,-8.577674566579854e-11,8.007465582188613e-06
6.56e-05,-3.621272036776686e-11,1.6283249780823158e-05
6.92e-05,2.6039942256548497e-11,1.637437101764143e-05
7.28e-05,7.747562360033319e-11,9.496718801514602e-06
7.64e-05,8.447408773118677e-11,-6.015499665737285e-06
8e-05,4.163966679133074e-11,-1.5368704973635074e-05
8.36e-05,-1.9615964424047306e-11,-1.6762255803430948e-05
8.72e-05,-7.56713344622906e-11,-1.1308926577590195e-05
9.08e-05,-8.975769639628857e-11,4.244494401042745e-06
9.44e-05,-5.102412455496951e-11,1.4944554245426235e-05
9.8e-05,9.407645370821844e-12,1.657483948708815e-05
0.000102,6.525788809719241e-11,1.217026193798385e-05
0.0001056,8.707226490021269e-11,-1.247679214431992e-06
0.0001092,5.799512968387e-11,-1.332885880858979e-05
0.0001128,3.040377057490566e-13,-1.6643020132854835e-05
0.0001164,-5.897791753426337e-11,-1.4024864384148232e-05
0.00012,-9.077185683069791e-11,-1.850627340407091e-06
0.0001236,-6.959217781777058e-11,1.2482524809593932e-05
0.0001272,-1.2066318279810099e-11,1.6742025117596554e-05
0.0001308,4.794357039960504e-11,1.4670904206502746e-05
0.0001344,8.589849390452308e-11,4.314378675295813e-06
0.000138,7.335225638743724e-11,-1.057025971301996e-05
0.000142,2.0007992816687692e-11,-1.6488088797474923e-05
