s,x,px
0.0,-9.1e-11,0.0
1.2000000000000002e-06,-8.760193659851257e-11,5.679024981601674e-06
2.4000000000000003e-06,-7.804750787924156e-11,1.0336316785721116e-05
3.6000000000000007e-06,-6.385373480530037e-11,1.3553946675420465e-05
4.800000000000001e-06,-4.6662992412264606e-11,1.5484222320958023e-05
6e-06,-2.7786687641033583e-11,1.6477319139328793e-05
7.200000000000001e-06,-8.145132200923817e-12,1.682194264841542e-05
8.400000000000001e-06,1.159831716001298e-11,1.666156936723388e-05
9.6e-06,3.085888302727725e-11,1.5987150670786267e-05
1.04e-05,4.8954946658034884e-11,1.4645087768470546e-05
1.16e-05,6.495112838349865e-11,1.2367040056814514e-05
1.28e-05,7.757827662457975e-11,8.884526937480854e-06
1.4e-05,8.537156625010934e-11,4.1860210375746706e-06
1.52e-05,8.714453767946913e-11,-1.2185533938247497e-06
1.64e-05,8.259096262779875e-11,-6.407653898116461e-06
1.76e-05,7.24690888749134e-11,-1.0593370130453274e-05
1.88e-05,5.816662936252637e-11,-1.3515756464838866e-05
2e-05,4.109937946464433e-11,-1.5339934103543318e-05
2.12e-05,2.238795964840138e-11,-1.635734087382147e-05
2.24e-05,2.838071516749522e-12,-1.679241041307121e-05
2.36e-05,-1.6932770409973484e-11,-1.673590887562932e-05
2.48e-05,-3.632699238433691e-11,-1.6129672807665115e-05
2.6e-05,-5.458828300655125e-11,-1.4762372493995274e-05
2.72e-05,-7.063222133594196e-11,-1.2299185785745192e-05
2.84e-05,-8.297287020290379e-11,-8.433684214375204e-06
2.96e-05,-8.994063710341075e-11,-3.227257714783491e-06
3.04e-05,-9.031793735381941e-11,2.5969605955544082e-06
3.16e-05,-8.40321829537721e-11,7.919057955264382e-06
3.28e-05,-7.220270762580591e-11,1.1945827937928097e-05
3.4e-05,-5.648702913596444e-11,1.4551556850301137e-05
3.52e-05,-3.840946564916778e-11,1.6021668813644178e-05
3.64e-05,-1.9098323568212802e-11,1.6698613361486372e-05
3.76e-05,6.616516930891697e-13,1.681002388952767e-05
3.88e-05,2.0264262972432757e-11,1.6430891855314745e-05
4e-05,3.910271939632548e-11,1.548643499694799e-05
4.12e-05,5.6399556205505827e-11,1.3765226876822648e-05
4.24e-05,7.107187929834485e-11,1.0976588259180338e-05
4.36e-05,8.172714219441424e-11,6.92733642248538e-06
4.48e-05,8.694782006348182e-11,1.8181442434970176e-06
4.6e-05,8.587664575271872e-11,-3.610868680205576e-06
4.72e-05,7.869938374868498e-11,-8.422569281927395e-06
4.84e-05,6.653248285441547e-11,-1.2046195273142311e-05
4.96e-05,5.083921571005821e-11,-1.444565297965688e-05
5.04e-05,3.2922689423819515e-11,-1.5876172701200554e-05
