s,x,px
0.0,-3.6e-11,5.2e-06
1.2000000000000002e-06,-3.028389340433805e-11,5.915858258594236e-06
2.0000000000000003e-06,-2.3927222115545716e-11,6.449733195274082e-06
3.2000000000000003e-06,-1.7113727678127273e-11,6.808089344071729e-06
4.000000000000001e-06,-1.0018827979578001e-11,7.000002719520403e-06
5.200000000000001e-06,-2.808828532236912e-12,7.03370771350993e-06
6e-06,4.3570581164282615e-12,6.914584946009541e-06
7.200000000000001e-06,1.1323356155097216e-11,6.6445484638590505e-06
8.400000000000001e-06,1.7935006743093048e-11,6.22270916246249e-06
9.2e-06,2.4035332656866327e-11,5.647195359313241e-06
1.04e-05,2.94663989334368e-11,4.917966066193373e-06
1.12e-05,3.407263113200784e-11,4.0402669968880186e-06
1.24e-05,3.7708033925036e-11,3.0280499449146105e-06
1.32e-05,4.0246472542523416e-11,1.906336351768976e-06
1.44e-05,4.1593357621077255e-11,7.114257192699376e-07
1.52e-05,4.1696124096494186e-11,-5.117041615550613e-07
1.64e-05,4.05506904776548e-11,-1.7144861155225228e-06
1.76e-05,3.820197937111271e-11,-2.8509547789771757e-06
1.84e-05,3.473833900203361e-11,-3.883134739483957e-06
1.96e-05,3.028153998504197e-11,-4.784100514562398e-06
2.04e-05,2.497509185460135e-11,-5.538204062353382e-06
2.16e-05,1.8973587763032397e-11,-6.138993430667351e-06
2.24e-05,1.2434919001954565e-11,-6.585889564235049e-06
2.36e-05,5.516071483832766e-12,-6.880679716009748e-06
2.48e-05,-1.6277192570217038e-12,-7.024567601648907e-06
2.56e-05,-8.841253560363404e-12,-7.0161760118573085e-06
2.68e-05,-1.596617600698234e-11,-6.850685693565176e-06
2.76e-05,-2.2837534540958582e-11,-6.520230485364144e-06
2.88e-05,-2.928144280482736e-11,-6.015673139598359e-06
2.96e-05,-3.511530780761268e-11,-5.329828797908644e-06
3.08e-05,-4.015204260220206e-11,-4.461942748128108e-06
3.16e-05,-4.4209231227624424e-11,-3.4226890678617664e-06
3.28e-05,-4.712310229156936e-11,-2.2382566166839867e-06
3.4e-05,-4.876542443977591e-11,-9.516494263805867e-07
3.48e-05,-4.905963125738091e-11,3.8026577406789115e-07
3.6e-05,-4.799166244458969e-11,1.693938792073734e-06
3.68e-05,-4.561205306709221e-11,2.9285499654498993e-06
3.8e-05,-4.202856676698595e-11,4.034496658967979e-06
3.88e-05,-3.739180524514406e-11,4.9782851574181155e-06
4e-05,-3.187810846162063e-11,5.742945384598614e-06
4.12e-05,-2.5673977760562286e-11,6.324912722613716e-06
4.2e-05,-1.8964732886140482e-11,6.729208240155158e-06
