s,x,px
0.0,3.6e-11,5.2e-06
8.000000000000001e-07,4.067812988940933e-11,4.128715463174347e-06
2.0000000000000003e-06,4.4206440028092606e-11,2.904921529523501e-06
2.8000000000000003e-06,4.6448823743752505e-11,1.5641245422310791e-06
4.000000000000001e-06,4.7312375661318244e-11,1.5667590997004604e-07
4.800000000000001e-06,4.6759890361685424e-11,-1.2575972982739785e-06
6e-06,4.481526520912116e-11,-2.617856193214264e-06
6.800000000000001e-06,4.156000401803527e-11,-3.871058788138947e-06
8.000000000000001e-06,3.712199738665956e-11,-4.978182468109811e-06
8.8e-06,3.1660126054372946e-11,-5.916243987040877e-06
1e-05,2.534891201757863e-11,-6.676360437019026e-06
1.08e-05,1.8366483633141046e-11,-7.2593618390691175e-06
1.2e-05,1.0887410767417849e-11,-7.670703532673826e-06
1.28e-05,3.080420543861123e-12,-7.915949449445237e-06
1.4e-05,-4.889941346495685e-12,-7.997458593597873e-06
1.48e-05,-1.2859029587894763e-11,-7.912472629570095e-06
1.6e-05,-2.065662980598819e-11,-7.652663170597603e-06
1.68e-05,-2.8101814248667448e-11,-7.2052666981810384e-06
1.8e-05,-3.49998235466758e-11,-6.556043876050895e-06
1.88e-05,-4.114290285049835e-11,-5.6942320707098535e-06
2e-05,-4.631699472817467e-11,-4.61918797557315e-06
2.08e-05,-5.031543859610367e-11,-3.3474438944393205e-06
2.2e-05,-5.295895295696198e-11,-1.917731380830817e-06
2.28e-05,-5.411838156534525e-11,-3.9103544923635406e-07
2.4e-05,-5.373418437596857e-11,1.156050771511857e-06
2.48e-05,-5.182629338825975e-11,2.6434650017894963e-06
2.6e-05,-4.849075225287714e-11,4.001113807888444e-06
2.68e-05,-4.3884385431853e-11,5.178652139252363e-06
2.8e-05,-3.8202846664288525e-11,6.148743636771323e-06
2.91999999999e-05,-3.165861944288303e-11,6.90420130082573e-06
3e-05,-2.4463898926063835e-11,7.451589442294018e-06
3.08e-05,-1.6820423334987383e-11,7.8041367659796e-06
3.2e-05,-8.915900521500064e-12,7.975844292508726e-06
3.28e-05,-9.253840823054449e-13,7.977525080866235e-06
3.4e-05,6.984374973893211e-12,7.814782334282577e-06
3.48e-05,1.4649424446056473e-11,7.487686387972231e-06
3.6e-05,2.1903548843269905e-11,6.991960129540835e-06
3.68e-05,2.8575112585083425e-11,6.321596092628546e-06
3.8e-05,3.448720462253822e-11,5.4728117181338895e-06
