s,x,px
0.0,-3.6e-11,-5.2e-06
2.0000000000000003e-06,-4.460132296466867e-11,-3.2945084709689722e-06
4.000000000000001e-06,-4.8824833588070515e-11,-8.672396545678701e-07
6e-06,-4.7967115818262305e-11,1.7118455033673623e-06
8.000000000000001e-06,-4.2176791495230595e-11,3.997345655266745e-06
1e-05,-3.2382010215573464e-11,5.684398580485273e-06
1.2e-05,-1.990015828676586e-11,6.684362223162126e-06
1.4e-05,-6.075823340317985e-12,7.037627852147654e-06
1.6e-05,7.856917033118877e-12,6.7991320770471595e-06
1.8e-05,2.0737122761583352e-11,5.984290410970445e-06
2e-05,3.140428607187619e-11,4.586368539076749e-06
2.2e-05,3.871987427090407e-11,2.649095476604025e-06
2.4e-05,4.17549093294275e-11,3.483236316576207e-07
2.6e-05,4.0078489004684575e-11,-2.003614259839795e-06
2.8e-05,3.393224925773736e-11,-4.072179065731764e-06
3e-05,2.412942169617568e-11,-5.636569140045489e-06
3.2e-05,1.1774118459076465e-11,-6.62131819419576e-06
3.4e-05,-1.9704945406632e-12,-7.027642407827241e-06
3.6e-05,-1.5949099534288143e-11,-6.851284159703355e-06
3.8e-05,-2.8957140943030417e-11,-6.046586430042163e-06
4e-05,-3.967819754188283e-11,-4.55900121147306e-06
4.2e-05,-4.6758392363250405e-11,-2.4265943504295743e-06
4.4e-05,-4.9110325845400854e-11,1.1017798631505475e-07
4.6e-05,-4.6330880762584205e-11,2.627530391283424e-06
4.8e-05,-3.8894055387352237e-11,4.711446223217035e-06
5e-05,-2.792630672970293e-11,6.140579203464353e-06
5.2e-05,-1.4786858658287302e-11,6.889633119331344e-06
5.4e-05,-7.826958025034919e-13,7.015511472130203e-06
5.6e-05,1.2889074880744834e-11,6.560589717312668e-06
5.8e-05,2.5073622540653165e-11,5.526415751091108e-06
6e-05,3.46078159184494e-11,3.914719872902037e-06
6.2e-05,4.040118817863951e-11,1.811457513562587e-06
6.4e-05,4.167893551759922e-11,-5.498644366923418e-07
6.6e-05,3.8256377871416514e-11,-2.8305551270179965e-06
6.8e-05,3.0616542117711556e-11,-4.72679767664197e-06
7e-05,1.9717049225917007e-11,-6.07576713675503e-06
7.2e-05,6.7031593426154266e-12,-6.841544906615896e-06
7.4e-05,-7.265795596464215e-12,-7.031210290980674e-06
7.6e-05,-2.102596477363526e-11,-6.6257450522996145e-06
7.8e-05,-3.333381005509974e-11,-5.5682997557451745e-06
8e-05,-4.2838405636167595e-11,-3.824469048784035e-06
8.2e-05,-4.823873480900988e-11,-1.4992710595907105e-06
8.4e-05,-4.865972192317859e-11,1.0847286692947716e-06
8.6e-05,-4.402832818911273e-11,3.4795887589084104e-06
8.8e-05,-3.5109266633187674e-11,5.33068855841661e-06
