s,x,px
0.0,-3.6e-11,5.2e-06
1.2000000000000002e-06,-2.917029798379404e-11,6.0263431766562914e-06
2.4000000000000003e-06,-2.149298710727334e-11,6.599892396182864e-06
3.6000000000000007e-06,-1.3267804404723762e-11,6.932827529180017e-06
4.800000000000001e-06,-4.777356781701758e-12,7.039835258935531e-06
6e-06,3.711611765352294e-12,6.931654818135166e-06
7.200000000000001e-06,1.1941492397448967e-11,6.612500119243616e-06
8.400000000000001e-06,1.9656162924870508e-11,6.081052577439254e-06
9.6e-06,2.6596508587534296e-11,5.334628633128898e-06
1.08e-05,3.250264962257998e-11,4.375938895269819e-06
1.2e-05,3.7125313742792255e-11,3.221096959400064e-06
1.32e-05,4.0246426915496904e-11,1.9062849429403125e-06
1.44e-05,4.1705232447926126e-11,4.896438654148989e-07
1.56e-05,4.142243118540872e-11,-9.540823750360415e-07
1.68e-05,3.941361341019285e-11,-2.3453907285853945e-06
1.8e-05,3.578653883502363e-11,-3.6138582108743045e-06
1.92e-05,3.072339766602767e-11,-4.7082242586072775e-06
2.08e-05,2.4455052822538803e-11,-5.59929614587476e-06
2.2e-05,1.7236044992554264e-11,-6.2761500206585754e-06
2.32e-05,9.326779000361e-12,-6.738673104881316e-06
2.44e-05,9.852594396786454e-13,-6.989739204215388e-06
2.56e-05,-7.532631423859804e-12,-7.029190463487299e-06
2.68e-05,-1.5967212706582562e-11,-6.85064941729495e-06
2.8e-05,-2.4047183677529777e-11,-6.4416364263564155e-06
2.91999999999e-05,-3.148414586307155e-11,-5.787380982980757e-06
3.04e-05,-3.7974106019842206e-11,-4.8785076743639816e-06
3.16e-05,-4.321030456381222e-11,-3.721746770009423e-06
3.28e-05,-4.6909478346207804e-11,-2.350674137539377e-06
3.4e-05,-4.8848559940129824e-11,-8.312005534864622e-07
3.52e-05,-4.8902079491355196e-11,7.43392296058473e-07
3.64e-05,-4.706648554170049e-11,2.2686213450848215e-06
3.76e-05,-4.346086770304084e-11,3.6500614506040604e-06
3.88e-05,-3.83037523532696e-11,4.820021982433996e-06
4e-05,-3.187606099050705e-11,5.743181115376555e-06
4.12e-05,-2.4484053637405802e-11,6.4115655126419e-06
4.24e-05,-1.64323406233612e-11,6.8339495537878715e-06
4.36e-05,-8.010322449524753e-12,7.025039679126425e-06
4.48e-05,5.098427207021163e-13,6.997581070757471e-06
4.6e-05,8.868027627878628e-12,6.758329169888078e-06
4.72e-05,1.6808329356559867e-11,6.3077353143891335e-06
4.84e-05,2.4072937616036244e-11,5.642959801017383e-06
4.96e-05,3.040145246540025e-11,4.7637503479526745e-06
5.08e-05,3.553861866724212e-11,3.6802102309434985e-06
5.2e-05,3.925162887555267e-11,2.4203567273192315e-06
5.32e-05,4.135485014447259e-11,1.0342181841615992e-06
5.44e-05,4.173576483160485e-11,-4.086487221196284e-07
5.56e-05,4.037338317076048e-11,-1.8288941458082314e-06
5.68e-05,3.734190193318878e-11,-3.1511491687991517e-06
5.8e-05,3.2798086520696366e-11,-4.316128326965825e-06
5.92e-05,2.6957509211772027e-11,-5.286407565695115e-06
6.08e-05,2.0068313822909498e-11,-6.0448956764969656e-06
6.2e-05,1.2390177716982906e-11,-6.588344069022271e-06
6.32e-05,4.182394670732938e-12,-6.919332477281823e-06
6.44e-05,-4.298816127025053e-12,-7.039393912499361e-06
6.56e-05,-1.2796119764224378e-11,-6.94468238405983e-06
6.68e-05,-2.1043491004921093e-11,-6.624791462846134e-06
6.8e-05,-2.8759318463332774e-11,-6.06512157626366e-06
6.92e-05,-3.564470604689432e-11,-5.25311614490856e-06
7.04e-05,-4.1391579733261627e-11,-4.188040795361308e-06
7.16e-05,-4.570387030257943e-11,-2.892230503477088e-06
7.28e-05,-4.83310387262591e-11,-1.419271889270207e-06
7.4e-05,-4.9106738137751773e-11,1.4657037093902283e-07
7.52e-05,-4.797969844938397e-11,1.7026288712570379e-06
7.64e-05,-4.502408073727577e-11,3.1482495510177077e-06
7.76e-05,-4.042462671814155e-11,4.404280843044625e-06
7.88e-05,-3.444324870041702e-11,5.423226175979243e-06
8e-05,-2.7380465534437652e-11,6.187821969312996e-06
8.12e-05,-1.954383549188583e-11,6.701850747204131e-06
8.24e-05,-1.1229307154659989e-11,6.978896192578564e-06
8.36e-05,-2.7152504390387256e-12,7.0331331318076845e-06
8.48e-05,5.734523095318415e-12,6.873817497690529e-06
8.6e-05,1.3863409424681308e-11,6.503607725714765e-06
8.72e-05,2.1414772865255683e-11,5.920361979124065e-06
8.84e-05,2.812879099925348e-11,5.122002977055374e-06
8.96e-05,3.3746733395466786e-11,4.113745193703414e-06
9.08e-05,3.802467917017573e-11,2.916065470618315e-06
9.2e-05,4.075594345116112e-11,1.570531957994189e-06
9.32e-05,4.1797517241232383e-11,1.400798496851227e-07
9.44e-05,4.1092373719720575e-11,-1.2981381916991607e-06
9.56e-05,3.867927555816592e-11,-2.66559862085891e-06
9.68e-05,3.468605212261847e-11,-3.895830884560313e-06
9.8e-05,2.930913151494605e-11,-4.942932304264988e-06
9.92e-05,2.278719668551941e-11,-5.78267348364609e-06
0.0001008,1.5377485644464744e-11,-6.407490229487541e-06
0.000102,7.340220433577484e-12,-6.818666395762464e-06
0.0001032,-1.067403944122443e-12,-7.018797788412591e-06
0.0001044,-9.589268118709691e-12,-7.006396217407282e-06
0.0001056,-1.7963584506405793e-11,-6.773464690591452e-06
0.0001068,-2.5915235596318454e-11,-6.3064726560958244e-06
0.000108,-3.3151550375248404e-11,-5.591107985067572e-06
0.0001092,-3.936618871944917e-11,-4.620836280937318e-06
0.0001104,-4.425516861817566e-11,-3.4079918717436874e-06
0.0001116,-4.754617757404898e-11,-1.9937912203004826e-06
0.0001128,-4.9036574074203076e-11,-4.5167991649433673e-07
0.000114,-4.8628910823413776e-11,1.120527622029245e-06
0.0001152,-4.635021038320009e-11,2.6188446544482374e-06
0.0001164,-4.234647770297474e-11,3.954140232403199e-06
0.0001176,-3.685494113257649e-11,5.066492846333141e-06
0.0001188,-3.0165780946955775e-11,5.927964577158369e-06
0.00012,-2.2586829413924805e-11,6.535687020606418e-06
0.0001212,-1.4419766539786108e-11,6.900781723796891e-06
0.0001224,-5.9496573591457115e-12,7.038061318811002e-06
0.0001236,2.5548999578377826e-12,6.959045165954673e-06
0.0001248,1.0835518920766563e-11,6.668860934779876e-06
0.000126,1.8636249671564522e-11,6.16677021479498e-06
0.0001272,2.569843977068007e-11,5.4499255032110094e-06
0.0001284,3.176186083915898e-11,4.5198286358217e-06
0.0001296,3.6574750587776486e-11,3.3902918773976265e-06
0.0001308,3.991326080768874e-11,2.09448533503819e-06
0.000132,4.160719012503275e-11,6.876772300900902e-07
0.0001332,4.1564929558663405e-11,-7.570806801259834e-07
0.0001344,3.9788810092520595e-11,-2.1601012260622864e-06
0.0001356,3.637469554240305e-11,-3.448979380771777e-06
0.0001368,3.149599047541079e-11,-4.569476493966441e-06
0.000138,2.5378452978330378e-11,-5.48946791716904e-06
0.0001392,1.8274630598179265e-11,-6.1959172247856926e-06
0.0001408,1.0444828132550161e-11,-6.687710553768501e-06
0.000142,2.1475305475304407e-12,-6.967723340992323e-06
0.0001432,-6.361349068694141e-12,-7.0364727896785096e-06
0.0001444,-1.4823114780336196e-11,-6.888507291607366e-06
0.0001456,-2.2968486854836838e-11,-6.512046681315554e-06
0.0001468,-3.051153322856804e-11,-5.892264996385011e-06
0.000148,-3.714993539074834e-11,-5.018459138188382e-06
0.0001492,-4.257605700971444e-11,-3.894463645657223e-06
0.0001504,-4.650139434044344e-11,-2.5496594067668374e-06
0.0001516,-4.869227043455924e-11,-1.0455366066160356e-06
0.0001528,-4.9007927866378006e-11,5.276429839974193e-07
0.000154,-4.7427433597818275e-11,2.06569049023991e-06
0.0001552,-4.405393340291092e-11,3.4716121405724604e-06
0.0001564,-3.9094322452130394e-11,4.673435446203767e-06
0.0001576,-3.282327915103766e-11,5.631491325308486e-06
0.0001588,-2.55454727593591e-11,6.33461485209296e-06
0.00016,-1.756684287614185e-11,6.789960098326942e-06
0.0001612,-9.179219329896811e-12,7.011969426080089e-06
0.0001624,-6.569335660949667e-13,7.0139839073654755e-06
0.0001636,7.738685299136348e-12,6.803679973696305e-06
0.0001648,1.575159678145385e-11,6.38226730453073e-06
0.000166,2.312445155277242e-11,5.747067899691824e-06
0.0001672,2.959695946425819e-11,4.897040212258608e-06
0.0001684,3.491234346161476e-11,3.840381990091872e-06
0.0001696,3.883336631113396e-11,2.602290969649665e-06
0.0001708,4.116631681371707e-11,1.229747550298179e-06
0.000172,4.17872786851051e-11,-2.099446623233886e-07
0.0001732,4.066209079360266e-11,-1.6380005589703442e-06
0.0001744,3.785228133856882e-11,-2.9776880806446347e-06
0.0001756,3.3504514084368896e-11,-4.1669986308325415e-06
0.0001768,2.782787407617124e-11,-5.1654447208004785e-06
0.000178,2.1067453680850803e-11,-5.953450959798897e-06
0.0001792,1.3482272542491507e-11,-6.526341239695141e-06
0.0001808,5.332026952845057e-12,-6.886347349608476e-06
0.000182,-3.1267685850446993e-12,-7.035468406812704e-06
0.0001832,-1.1637345667531483e-11,-6.970742465049935e-06
0.0001844,-1.9935342295154835e-11,-6.68260809927541e-06
0.0001856,-2.774155544783264e-11,-6.1567607704926046e-06
0.0001868,-3.475924865343723e-11,-5.379851988994188e-06
0.000188,-4.068066427766892e-11,-4.348853085713237e-06
0.0001892,-4.5206330964364936e-11,-3.0823151522472447e-06
0.0001904,-4.807716121513494e-11,-1.6293148201370728e-06
0.0001916,-4.9113083876729605e-11,-7.037029158283989e-08
0.0001928,-4.8245843817759755e-11,1.493272305503259e-06
0.000194,-4.553270425887095e-11,2.959399757049676e-06
0.0001952,-4.1144904047057904e-11,4.245037983138535e-06
0.0001964,-3.5336070727985576e-11,5.2981855628115536e-06
0.0001976,-2.8403540596325607e-11,6.09785621580189e-06
0.0001988,-2.065532027497902e-11,6.645615289447538e-06
0.0002,-1.2389562418502718e-11,6.9543185064003896e-06
0.0002012,-3.887026902543936e-12,7.03847470978061e-06
0.0002024,4.5868613019564975e-12,6.908198017090425e-06
0.0002036,1.2774983090659909e-11,6.567020818474293e-06
0.0002048,2.042102446492545e-11,6.013236566182506e-06
0.000206,2.7265543778016638e-11,5.2443724522075245e-06
0.0002072,3.304906776998846e-11,4.264160798310093e-06
0.0002084,3.75244775168803e-11,3.0905512816189374e-06
0.0002096,4.04784214711092e-11,1.762041220784698e-06
0.0002108,4.175763095497713e-11,3.388862974711107e-07
0.000212,4.1292333332887725e-11,-1.103038182027106e-06
0.0002132,3.91081556930429e-11,-2.484550223611309e-06
0.0002144,3.532166239875108e-11,-3.736863962603825e-06
0.0002156,3.01213819463113e-11,-4.811017601836148e-06
0.0002168,2.3741731409918643e-11,-5.679994441074594e-06
0.000218,1.643853691359163e-11,-6.334377650227769e-06
0.0002192,8.472174945220128e-12,-6.774713677498336e-06
0.0002208,1.0029089953945577e-13,-7.0037978749471415e-06
0.000222,-8.421178325204466e-12,-7.020918644577833e-06
0.0002232,-1.683170076845966e-11,-6.818995944664424e-06
0.0002244,-2.4858366220088345e-11,-6.385066129311153e-06
0.0002256,-3.221091593977667e-11,-5.7044979052359144e-06
0.0002268,-3.858424210493891e-11,-4.7690620068918345e-06
0.000228,-4.367258312730203e-11,-3.5878294524060188e-06
0.0002292,-4.71971281784216e-11,-2.1976385348460175e-06
0.0002304,-4.8943355331236003e-11,-6.676976776472025e-07
0.0002316,-4.8797726680847995e-11,9.06627319833201e-07
0.0002328,-4.6769904702405626e-11,2.4209091772574884e-06
0.000234,-4.299078651929554e-11,3.7828924258077676e-06
0.0002352,-3.768725030924444e-11,4.928210355715673e-06
0.0002364,-3.1144479870145985e-11,5.824774663434416e-06
0.0002376,-2.366959792194046e-11,6.466896657417913e-06
0.0002388,-1.5566034788511505e-11,6.864441399007622e-06
0.00024,-7.121323720888951e-12,7.032215012272656e-06
0.0002412,1.3939577031098668e-12,6.982459051157005e-06
0.0002424,9.720492168254782e-12,6.721225462172085e-06
0.0002436,1.7602399454944436e-11,6.248427622154867e-06
0.0002448,2.4781506368121452e-11,5.56117770843131e-06
0.000246,3.099742436916202e-11,4.659922814655047e-06
0.0002472,3.599627296973292e-11,3.556312495747719e-06
0.0002484,3.954892690906866e-11,2.280561377819457e-06
0.0002496,4.147622563467676e-11,8.849833466208112e-07
0.0002508,4.167455043332785e-11,-5.592791815416296e-07
0.000252,4.0132965017512364e-11,-1.972627472849949e-06
0.0002532,3.693512465825262e-11,-3.280886393502833e-06
0.0002544,3.2245158222950496e-11,-4.426913503083484e-06
0.0002556,2.6283225310838815e-11,-5.37559017987518e-06
0.0002568,1.9299516699177074e-11,-6.111626620980641e-06
0.000258,1.1554057695382547e-11,-6.632754482559349e-06
0.0002592,3.3058038828427592e-12,-6.941729378897554e-06
0.0002608,-5.189194026439398e-12,-7.039674743222411e-06
0.000262,-1.3673071347047221e-11,-6.922057430048995e-06
0.0002632,-2.1878447602419692e-11,-6.577858182446511e-06
0.0002644,-2.952185490534289e-11,-5.9923316227921096e-06
0.0002656,-3.6302853795117585e-11,-5.153647514610086e-06
0.0002668,-4.191339550475377e-11,-4.062960640992485e-06
0.000268,-4.6060423480741e-11,-2.745590223758674e-06
0.0002692,-4.85003928588366e-11,-1.258546131966851e-06
0.0002704,-4.9077786005401155e-11,3.1121861602938893e-07
0.0002716,-4.775437193036773e-11,1.860224479645362e-06
0.0002728,-4.4616953534000774e-11,3.289257789728797e-06
0.000274,-3.986009271577261e-11,4.5222020450183825e-06
0.0002752,-3.375149380434467e-11,5.514960866031369e-06
0.0002764,-2.6593686888068674e-11,6.252976303764288e-06
0.0002776,-1.869365326522335e-11,6.741568528223341e-06
0.0002788,-1.0345594928527749e-11,6.994755891495777e-06
0.00028,-1.826108838167635e-12,7.026389521139605e-06
0.0002812,6.602121733276784e-12,6.845052334155161e-06
0.0002824,1.4682788223167838e-11,6.452761620789815e-06
0.0002836,2.215896645772582e-11,5.847106547002547e-06
0.0002848,2.8770595277802724e-11,5.026402717866371e-06
0.000286,3.4259680574566946e-11,3.997093908124496e-06
0.0002872,3.8385016976418795e-11,2.781654157127323e-06
0.0002884,4.094532501292059e-11,1.4239905674359935e-06
0.0002896,4.180567949196542e-11,-1.1017578649428423e-08
0.0002908,4.0918864105044186e-11,-1.4454147972126412e-06
0.000292,3.8333531939568273e-11,-2.8013534924838352e-06
0.0002932,3.418580222310595e-11,-4.0142325968230845e-06
