s,x,px
0.0,-3.6e-11,-5.2e-06
5.600000000000001e-06,-4.840500268697619e-11,1.351624037283697e-06
1.16e-05,-2.366061158392212e-11,6.467490603486851e-06
1.72e-05,1.5419617444572927e-11,6.404674501275533e-06
2.28e-05,4.058418205227034e-11,1.6917445368216396e-06
2.84e-05,3.145936256184859e-11,-4.576228037416595e-06
3.44e-05,-3.979871356510918e-12,-7.038725061248671e-06
4e-05,-3.967794190422735e-11,-4.559062340903261e-06
4.56e-05,-4.703336326826351e-11,2.2862654620508007e-06
5.16e-05,-1.8684727460805884e-11,6.74197589470014e-06
5.72e-05,2.010768029768553e-11,6.041395024785366e-06
6.28e-05,4.152811518166698e-11,8.12524037031713e-07
6.84e-05,2.778684011610602e-11,-5.171301745386236e-06
7.44e-05,-9.271262580962321e-12,-7.0107680572403426e-06
8e-05,-4.2837992841364125e-11,-3.824604291808315e-06
8.56e-05,-4.4978340642565804e-11,3.164547547206322e-06
9.16e-05,-1.353664254205713e-11,6.925750328129103e-06
9.72e-05,2.4491162919220117e-11,5.595118901058249e-06
0.0001028,4.1802685564053716e-11,-8.411026495063712e-08
0.0001084,2.36969864424234e-11,-5.684942777526929e-06
0.0001144,-1.4509909528486609e-11,-6.898093105448792e-06
0.00012,-4.541274871341468e-11,-3.0053706530331844e-06
0.0001256,-4.2289277895040745e-11,3.968808732659857e-06
0.0001316,-8.283261914866006e-12,7.022362911269988e-06
0.0001372,2.8507604361119222e-11,5.066070860457724e-06
0.0001428,4.140198171491014e-11,-9.789296829172528e-07
0.0001484,1.9251758783404817e-11,-6.115670231750397e-06
0.0001544,-1.963094223752386e-11,-6.697626506016913e-06
0.00016,-4.7343247003314586e-11,-2.1150596729552403e-06
0.0001656,-3.9027003170696166e-11,4.686288687611399e-06
0.0001716,-2.9890331823722994e-12,7.034740592203349e-06
0.0001772,3.2095283749837586e-11,4.456093496273957e-06
0.0001828,4.033461711798628e-11,-1.8528339961247e-06
0.0001884,1.451363496908491e-11,-6.463476017018641e-06
0.0001944,-2.4566953230761798e-11,-6.405755597254858e-06
0.0002,-4.858269523126261e-11,-1.1721920179518504e-06
0.0002056,-3.526008954991232e-11,5.309130618539276e-06
0.0002116,2.2834648459896753e-12,6.9648763364320916e-06
0.0002172,3.5194728605722454e-11,3.769398970272969e-06
0.0002228,3.8623119213547586e-11,-2.6881722568444716e-06
0.0002284,9.544780401963037e-12,-6.729069547324452e-06
0.0002344,-2.9247800471427666e-11,-6.018908808904643e-06
0.00024,-4.9099813480631995e-11,-1.9924727498832707e-07
0.0002456,-3.106133983316493e-11,5.833796791020998e-06
0.0002516,7.47277419334044e-12,6.813729774738224e-06
0.0002572,3.775073612492735e-11,3.013191809128532e-06
0.0002628,3.6302397802799723e-11,-3.469815885414536e-06
0.0002684,4.406758753044444e-12,-6.9132103748639515e-06
0.0002744,-3.360092129706385e-11,-5.534359907454588e-06
0.00028,-4.888125454378557e-11,7.78879175762097e-07
0.0002856,-2.6504870234282997e-11,6.260117118458493e-06
0.0002916,1.2517800788175257e-11,6.581326998065259e-06
0.0002972,3.971476659343685e-11,2.1980293558861504e-06
0.0003028,3.341755741745554e-11,-4.185826264149809e-06
0.0003084,-8.392946756284302e-13,-7.016179969710713e-06
0.0003144,-3.755231971928057e-11,-4.951220657747805e-06
0.00032,-4.7932681225061795e-11,1.7368647328795582e-06
0.0003256,-2.166398826267355e-11,6.590198615210424e-06
0.0003316,1.7357198447788745e-11,6.267048132596569e-06
0.0003372,4.104747567671481e-11,1.3377977662915511e-06
0.0003428,3.002139469810841e-11,-4.8276598630345625e-06
0.0003484,-6.1321565765220915e-12,-7.037421150828792e-06
0.0003544,-4.102834963820824e-11,-4.271532159548836e-06
0.00036,-4.627830603729902e-11,2.651029191984203e-06
0.0003656,-1.6609892608016198e-11,6.827378142457509e-06
0.0003716,2.1929040003238312e-11,5.870089877865961e-06
0.0003772,4.172107260085314e-11,4.4923152688992996e-07
0.0003828,2.617191527095713e-11,-5.389951263244397e-06
0.0003884,-1.1409797944394648e-11,-6.975360628033476e-06
0.0003944,-4.3958321564699036e-11,-3.5012985918712216e-06
0.0004,-4.395897705235822e-11,3.501096484441321e-06
