s,x,px
0.0,9.1e-11,0.0
1.2000000000000002e-06,8.766121010352876e-11,-5.749594017107513e-06
2.4000000000000003e-06,7.823955481963385e-11,-1.0519918439408966e-05
3.6000000000000007e-06,6.415301996498975e-11,-1.3899325322484667e-05
4.4e-06,4.6950374401008456e-11,-1.6022904507920786e-05
5.600000000000001e-06,2.7879353323812158e-11,-1.7224964457809887e-05
6.800000000000001e-06,7.821281186410195e-12,-1.7786110840882343e-05
8.000000000000001e-06,-1.2584868663656425e-11,-1.7843837692783987e-05
9.2e-06,-3.2766286087329776e-11,-1.7375290673707623e-05
1.04e-05,-5.202898331174831e-11,-1.6190166747403187e-05
1.16e-05,-6.936795288699435e-11,-1.3940903276894104e-05
1.24e-05,-8.333599665535256e-11,-1.0235867630804839e-05
1.36e-05,-9.216035437926248e-11,-4.971260573267276e-06
1.48e-05,-9.432437943572746e-11,1.2520889506085838e-06
1.6e-05,-8.939855539545304e-11,7.219762522950169e-06
1.72e-05,-7.832598857423426e-11,1.1893521259285555e-05
1.84e-05,-6.282377898492353e-11,1.4984255753208314e-05
1.96e-05,-4.457698359991126e-11,1.67636864941086e-05
2.04e-05,-2.485224895470104e-11,1.7631825292734273e-05
2.16e-05,-4.510029259926159e-12,1.787899775028634e-05
2.28e-05,1.5826536843347656e-11,1.7628524991123915e-05
2.4e-05,3.5580419682094036e-11,1.683905522316274e-05
2.52e-05,5.4036709983608094e-11,1.531250368873475e-05
2.64e-05,7.017775940749618e-11,1.2728941895560076e-05
2.76e-05,8.261163233756788e-11,8.792190146201324e-06
2.84e-05,8.976708579903381e-11,3.547517389467376e-06
2.96e-05,9.047074384772454e-11,-2.336236954895296e-06
3.08e-05,8.459465126264059e-11,-7.791178162530971e-06
3.2e-05,7.313714495481755e-11,-1.2023688805307418e-05
3.32e-05,5.7644915243426705e-11,-1.4871398011555053e-05
3.44e-05,3.957616299100706e-11,-1.659005996476309e-05
3.56e-05,2.002666021865085e-11,-1.7512319278852608e-05
3.64e-05,-2.3766572297528596e-13,-1.7866741570699644e-05
3.76e-05,-2.0625885575468783e-11,-1.772823429110159e-05
3.88e-05,-4.054013649879447e-11,-1.7008565267287334e-05
4e-05,-5.91853629546166e-11,-1.5451090353859968e-05
4.12e-05,-7.53893642990785e-11,-1.2667037326003481e-05
4.24e-05,-8.753946052433181e-11,-8.325832873625335e-06
4.36e-05,-9.386787588993054e-11,-2.5646937229667035e-06
4.44e-05,-9.319910214728916e-11,3.7138918697349758e-06
4.56e-05,-8.566688687488925e-11,9.256280136039871e-06
4.68e-05,-7.262448287950483e-11,1.3297234561086754e-05
4.8e-05,-5.5855640806817266e-11,1.582155550746127e-05
4.92e-05,-3.68985341134687e-11,1.719618030758562e-05
5.04e-05,-1.6844274980054694e-11,1.7793162259591397e-05
5.16e-05,3.563432700822103e-12,1.7838145976129653e-05
5.24e-05,2.3742209934200787e-11,1.738840449633556e-05
5.36e-05,4.3082019082445683e-11,1.6339382908159492e-05
5.48e-05,6.076551068368619e-11,1.443686684913297e-05
5.6e-05,7.562544869150106e-11,1.1343277138076402e-05
5.72e-05,8.61542086598189e-11,6.852245941542262e-06
5.83999999999e-05,9.08516754265125e-11,1.2402198182804891e-06
5.96e-05,8.889911781531984e-11,-4.601760015371539e-06
6.04e-05,8.064933600488687e-11,-9.633666163640198e-06
6.16e-05,6.740546754264005e-11,-1.3306240362133311e-05
6.28e-05,5.073836356548629e-11,-1.5666390043856346e-05
6.4e-05,3.1974183663384904e-11,-1.7034018496011166e-05
6.52e-05,1.2064138084913401e-11,-1.7712614692615845e-05
6.64e-05,-8.316050176972732e-12,-1.7872079592837683e-05
