s,x,px
0.0,-8.5e-11,4.4e-07
8.000000000000001e-07,-8.326979189936686e-11,3.76957013444885e-06
1.6e-06,-7.89272699750134e-11,6.8019812134308355e-06
2.4000000000000003e-06,-7.229477585394732e-11,9.35955001097823e-06
3.2000000000000003e-06,-6.379490810270462e-11,1.137431869689204e-05
4.000000000000001e-06,-5.3866667454775105e-11,1.2868087546823668e-05
4.800000000000001e-06,-4.290832671017306e-11,1.3911877641358349e-05
5.600000000000001e-06,-3.125297232825305e-11,1.4589336307326663e-05
6.4000000000000006e-06,-1.91685407058267e-11,1.497375839337908e-05
7.200000000000001e-06,-6.8713360888120335e-12,1.5117311285896896e-05
8.000000000000001e-06,5.4549638544951125e-12,1.5047541680961811e-05
8.8e-06,1.7638965768542038e-11,1.4767075696530855e-05
9.6e-06,2.950151159257258e-11,1.4254471522530964e-05
1.08e-05,4.08367220809352e-11,1.3466194747481677e-05
1.16e-05,5.139565859766845e-11,1.2341493148590361e-05
1.24e-05,6.087621291070714e-11,1.0813392126516722e-05
1.32e-05,6.892564844561796e-11,8.829103054108593e-06
1.4e-05,7.516381988811148e-11,6.379692036209212e-06
1.48e-05,7.923182448560174e-11,3.530370172293751e-06
1.56e-05,8.085959507940083e-11,4.330896970028221e-07
1.64e-05,7.993016096225394e-11,-2.6960262855702366e-06
1.72e-05,7.651096237795366e-11,-5.632049181257832e-06
1.8e-05,7.083554175181809e-11,-8.201482259141458e-06
1.88e-05,6.324552316979946e-11,-1.0315281941200245e-05
1.96e-05,5.412111377744631e-11,-1.1964678632767505e-05
2.04e-05,4.382594195005006e-11,-1.319364612327422e-05
2.12e-05,3.267700436851496e-11,-1.4067741801050423e-05
2.2e-05,2.0937231257234412e-11,-1.4650871275173393e-05
2.28e-05,8.822876224970206e-12,-1.49919750833334e-05
2.36e-05,-3.481381391282895e-12,-1.5118835880017128e-05
2.44e-05,-1.5803981482196644e-11,-1.5035555358382868e-05
2.52e-05,-2.7966650929907226e-11,-1.4721470106392896e-05
2.6e-05,-3.976404482717879e-11,-1.4131020856107317e-05
2.68e-05,-5.0944098022616864e-11,-1.3196042697196194e-05
2.76e-05,-6.119237913616836e-11,-1.1834038992251287e-05
2.84e-05,-7.012732803642709e-11,-9.967398394435935e-06
2.91999999999e-05,-7.731687959596662e-11,-7.556596707458654e-06
3.04e-05,-8.232638364739068e-11,-4.641519391139698e-06
3.12e-05,-8.479697069137201e-11,-1.3700791463851389e-06
3.2e-05,-8.453224619016322e-11,2.0140796203844044e-06
3.28e-05,-8.155390901579286e-11,5.233759164860103e-06
3.36e-05,-7.609532679062471e-11,8.060199337900731e-06
3.44e-05,-6.853683794934178e-11,1.0366827072255018e-05
3.52e-05,-5.931788962902328e-11,1.2131982471329265e-05
3.6e-05,-4.8863528008323124e-11,1.3405630501238394e-05
3.68e-05,-3.754291783844975e-11,1.4268462462325402e-05
3.76e-05,-2.5657708983505722e-11,1.4801311198449525e-05
3.84e-05,-1.3449609721014175e-11,1.5068401882109594e-05
3.92e-05,-1.1172061624207145e-12,1.5110589793468773e-05
4e-05,1.1164085564937733e-11,1.4943746013570152e-05
4.08e-05,2.322169981800385e-11,1.4559121307412248e-05
4.16e-05,3.486627264212499e-11,1.3924611763372703e-05
4.24e-05,4.58736178208312e-11,1.2987762907767268e-05
4.32e-05,5.597067573959385e-11,1.168304105703528e-05
4.4e-05,6.483034207449158e-11,9.946906293813885e-06
4.48e-05,7.208268740904391e-11,7.74296008214879e-06
4.56e-05,7.734993195866083e-11,5.093642994334661e-06
