s,x,px
0.0,0.0,-1.2e-05
2.0000000000000003e-06,-2.5090699678785222e-11,-1.1639649099249209e-05
4.4e-06,-4.8037865531321894e-11,-9.883309670529947e-06
6.4000000000000006e-06,-6.534077350644774e-11,-6.202064764057905e-06
8.400000000000001e-06,-7.282397148834945e-11,-6.904552143652663e-07
1.04e-05,-6.80687752820179e-11,5.06478234216116e-06
1.28e-05,-5.266180342515331e-11,9.224118193330987e-06
1.48e-05,-3.0658784002708587e-11,1.1378202236996291e-05
1.68e-05,-5.8095426511867326e-12,1.2019436474071512e-05
1.88e-05,1.9152135952563165e-11,1.1507857969846656e-05
2.12e-05,4.1775749295187446e-11,9.746699702133415e-06
2.32e-05,5.90418056989906e-11,6.360111675573043e-06
2.52e-05,6.740573343481547e-11,1.381218520262118e-06
2.72e-05,6.454812831803123e-11,-4.020415151721607e-06
2.96e-05,5.131435277028968e-11,-8.272971742284063e-06
3.16e-05,3.094430034367391e-11,-1.0804142843968669e-05
3.36e-05,6.826641206665517e-12,-1.1902690549221226e-05
3.56e-05,-1.8379538178727642e-11,-1.1855962984488469e-05
3.8e-05,-4.2204893000418464e-11,-1.0528465569768447e-05
4e-05,-6.144816932496309e-11,-7.409683543338828e-06
4.2e-05,-7.196828093848098e-11,-2.3001086988349655e-06
4.44e-05,-7.054889482977592e-11,3.604793423149366e-06
4.64e-05,-5.767263004288136e-11,8.304550494867998e-06
4.84e-05,-3.704269920980048e-11,1.0967600685175408e-05
5.04e-05,-1.2660126678126718e-11,1.1966652551173496e-05
5.28e-05,1.2507006565453877e-11,1.1757905862235603e-05
5.48e-05,3.602840333246609e-11,1.0368724130743205e-05
5.68e-05,5.5092367480805914e-11,7.454553167446967e-06
5.88e-05,6.619749243284356e-11,2.8429878757577933e-06
6.12e-05,6.644559058867868e-11,-2.6139169152518904e-06
6.32e-05,5.576267237227905e-11,-7.288963177964767e-06
6.52e-05,3.696705456374292e-11,-1.0277435143703436e-05
6.72e-05,1.3574565801819596e-11,-1.1723845089958281e-05
6.96e-05,-1.1571400736586443e-11,-1.1980679183077232e-05
7.16e-05,-3.604211350146336e-11,-1.104084154690144e-05
7.36e-05,-5.691037046712425e-11,-8.461497752705395e-06
7.56e-05,-7.0210197585495e-11,-3.844786260562104e-06
7.8e-05,-7.216592316840496e-11,2.046981099739987e-06
8e-05,-6.211365041784388e-11,7.22762547609635e-06
8.2e-05,-4.315797041867911e-11,1.0434926662413065e-05
8.44e-05,-1.9456284945083192e-11,1.1827845870811207e-05
8.64e-05,5.743419325094919e-12,1.1923591342973894e-05
8.84e-05,2.9958546956535756e-11,1.087811838164864e-05
9.04e-05,5.055553567710002e-11,8.417463997670524e-06
9.28e-05,6.417272510219122e-11,4.236580063465099e-06
9.48e-05,6.752055618483917e-11,-1.1442970451590535e-06
9.68e-05,5.961166310393416e-11,-6.173984281688521e-06
9.88e-05,4.265699032792089e-11,-9.636623056342592e-06
0.0001012,2.0196329100812843e-11,-1.1459906591012136e-05
0.0001032,-4.716620360551187e-12,-1.2020214992142858e-05
0.0001052,-2.962169767188602e-11,-1.1433162166703924e-05
0.0001072,-5.181705927821332e-11,-9.356289633305766e-06
0.0001096,-6.759817041177675e-11,-5.286121610937825e-06
0.0001116,-7.287495983892007e-11,4.310188447934578e-07
0.0001136,-6.589535293016376e-11,5.995890401804398e-06
0.0001155999999999,-4.893127080829558e-11,9.767479664095188e-06
0.000118,-2.6147081762977296e-11,1.1596178003554381e-05
0.00012,-1.0914864509971674e-12,1.2008073165976435e-05
0.000122,2.3627824334712316e-11,1.128413909339017e-05
0.0001244,4.550666508831022e-11,9.248865269672266e-06
0.0001264,6.137863603855807e-11,5.534172123307584e-06
0.0001284,6.774667079146161e-11,3.5380270674245336e-07
0.0001304,6.278839801224582e-11,-4.935738486417199e-06
0.0001328,4.794642196651148e-11,-8.873000329734859e-06
0.0001348,2.6641777078140172e-11,-1.1104997980878093e-05
0.0001368,2.137359518626114e-12,-1.1978257351937437e-05
0.0001388,-2.300867209867722e-11,-1.1717525089787635e-05
0.0001412,-4.62565146709237e-11,-1.0099778293390047e-05
0.0001432,-6.419988224926945e-11,-6.595461187278997e-06
0.0001452,-7.265565906413689e-11,-1.1974361790269357e-06
0.0001472,-6.893231297037088e-11,4.6214280441930236e-06
0.0001496,-5.4282261747426235e-11,8.953697998784355e-06
0.0001516,-3.2676953970365863e-11,1.1262331185406692e-05
0.0001536,-7.951634668084649e-12,1.2011886562022174e-05
0.0001556,1.7092765182767824e-11,1.1595287914071582e-05
0.000158,4.001963823743758e-11,9.95358703310473e-06
0.00016,5.787613753937459e-11,6.715740149796046e-06
0.000162,6.711828881667429e-11,1.8430406535052077e-06
0.0001644,6.522658196580643e-11,-3.5898831036597937e-06
0.0001664,5.276320811907373e-11,-7.979938882918877e-06
0.0001684,3.285683790682999e-11,-1.0651360780646281e-05
0.0001704,8.944406932178862e-12,-1.1855716543326529e-05
0.0001728,-1.6261586835865785e-11,-1.1904388558194026e-05
0.0001748,-4.0312367048649236e-11,-1.0702122602945772e-05
0.0001768,-6.009626778286351e-11,-7.755076740378225e-06
0.0001788,-7.151435739943829e-11,-2.7913994880149136e-06
0.0001812,-7.11490646027854e-11,3.12714892541893e-06
0.0001832,-5.912480712413762e-11,7.985211881400145e-06
0.0001852,-3.898441532584672e-11,1.0814974718343414e-05
0.0001872,-1.4790472616328693e-11,1.1932814131224593e-05
0.0001896,1.0405460159807755e-11,1.1818503598762754e-05
0.0001916,3.416464401259064e-11,1.0539443643695921e-05
0.0001936,5.373521954638522e-11,7.769471485689623e-06
0.0001956,6.565101130720867e-11,3.2869237113217475e-06
0.000198,6.687120889378253e-11,-2.1602495473894403e-06
0.0002,5.703243111409187e-11,-6.9546466775279075e-06
0.000202,3.878262504758809e-11,-1.0090018551826482e-05
0.0002044,1.5658131347309885e-11,-1.1650797338766643e-05
0.0002064,-9.433646560617005e-12,-1.2001942938901822e-05
0.0002084,-3.406173021663954e-11,-1.1175648098780169e-05
0.0002104,-5.537535965458015e-11,-8.757614181922e-06
0.0002128,-6.948340379140603e-11,-4.3075153207034095e-06
0.0002148,-7.248629922201863e-11,1.5465556901862585e-06
0.0002168,-6.336947426038819e-11,6.859262164770589e-06
0.0002188,-4.5001116706566045e-11,1.0241562020551987e-05
0.0002212,-2.1559388837082158e-11,1.1765867504303091e-05
0.0002232,3.6146207129417995e-12,1.1958612518785751e-05
0.0002252,2.8006958191506336e-11,1.1015580544275363e-05
0.0002272,4.903041972630568e-11,8.69105208762837e-06
0.0002296,6.338021265713107e-11,4.6531818097791e-06
0.0002316,6.768299955781297e-11,-6.778226646591423e-07
0.0002335999999999,6.06791108242702e-11,-5.799991407713498e-06
0.0002356,4.435499823651982e-11,-9.411727158602712e-06
0.000238,2.2230385776939804e-11,-1.1359182201736863e-05
0.00024,-2.5741148726608647e-12,-1.2015766166205027e-05
0.000242,-2.757450977663322e-11,-1.1533019428113411e-05
0.0002444,-5.012683698449085e-11,-9.604288314357628e-06
0.0002464,-6.661784238520611e-11,-5.71020333912057e-06
0.0002484,-7.29063996100991e-11,-7.837219676687742e-08
0.0002504,-6.69274494354639e-11,5.581166587326163e-06
0.0002528,-5.065147947763391e-11,9.529556611716445e-06
0.0002548,-2.8206156166143924e-11,1.1503399891477702e-05
0.0002568,-3.2331060868997943e-12,1.2017974871340766e-05
0.0002588,2.1606584928774117e-11,1.1391123459205664e-05
0.0002612,4.3836935084739357e-11,9.482201891594512e-06
0.0002632,6.035785335943096e-11,5.9163049636814125e-06
0.0002652,6.764188700619368e-11,8.215514733225436e-07
0.0002672,6.363190549099405e-11,-4.5260718179740975e-06
0.0002696,4.9504759707849596e-11,-8.608253570536492e-06
