case,model,order,version,n,time_sec
2,4,2,1,240,0.27261728374287486
2,4,2,1,250,0.2844130787998438
2,4,2,1,260,0.2954697757959366
2,4,2,1,270,0.30731384083628654
2,4,2,1,280,0.3178852079436183
2,4,2,1,290,0.32918330607935786
2,4,2,1,300,0.34026578068733215
2,4,2,1,310,0.3516839952208102
2,4,2,1,320,0.3619393934495747
2,4,2,1,330,0.3745387280359864
2,4,2,1,340,0.38515421375632286
2,4,2,1,350,0.3974729282781482
2,4,2,1,360,0.4077735780738294
2,4,2,1,370,0.41974629228934646
2,4,2,1,380,0.4315609261393547
2,4,2,1,390,0.4439889770001173
2,4,2,1,400,0.4549453998915851
2,4,2,1,410,0.4669081727042794
2,4,2,1,420,0.47651054011657834
2,4,2,1,430,0.489076754078269
2,4,2,1,440,0.5005654548294842
2,4,2,1,450,0.5123733789660037
2,4,2,1,460,0.5225188788026571
2,4,2,1,470,0.5330716380849481
2,4,2,1,480,0.5444863410666585
2,4,2,1,490,0.55471455398947
2,4,2,1,500,0.5676608821377158
2,4,2,1,510,0.5786012918688357
2,4,2,1,520,0.5873738848604262
2,4,2,1,530,0.5994972577318549
2,4,2,1,540,0.6081643239594996
2,4,2,1,550,0.6215851819142699
2,4,2,1,560,0.6334336558356881
2,4,2,1,570,0.6492063156329095
2,4,2,1,580,0.6605538669973612
2,4,2,1,590,0.6700504780746996
2,4,2,2,20,0.022878946736454964
2,4,2,2,30,0.03405323112383485
2,4,2,2,40,0.0454271761700511
2,4,2,2,50,0.057128426153212786
2,4,2,2,60,0.06814629072323442
2,4,2,2,70,0.07953293807804585
2,4,2,2,80,0.09077989216893911
2,4,2,2,90,0.10196332540363073
2,4,2,2,100,0.11368308681994677
2,4,2,2,110,0.12500659003853798
2,4,2,2,120,0.13572501903399825
2,4,2,2,130,0.14770711259916425
2,4,2,2,140,0.15867639379575849
2,4,2,2,150,0.1691899336874485
2,4,2,2,160,0.1809403239749372
2,4,2,2,170,0.1912939976900816
2,4,2,2,180,0.20275286026299
2,4,2,2,190,0.21526471385732293
2,4,2,2,200,0.2256020037457347
2,4,2,2,210,0.23719862569123507
2,4,2,2,220,0.24838614696636796
2,4,2,2,230,0.25903134513646364
2,4,2,2,240,0.2700388887897134
2,4,2,2,250,0.2805410991422832
2,4,2,2,260,0.29142657993361354
2,4,2,2,270,0.30349995009601116
2,4,2,2,280,0.3151646926999092
2,4,2,2,290,0.3264511749148369
2,4,2,2,300,0.3367295037023723
2,4,2,2,310,0.35005990508943796
2,4,2,2,320,0.3598842918872833
2,4,2,2,330,0.37316511711105704
2,4,2,2,340,0.38292404310777783
2,4,2,2,350,0.39471477502956986
2,4,2,2,360,0.40492633264511824
2,4,2,2,370,0.4169281283393502
2,4,2,2,380,0.42798427818343043
2,4,2,2,390,0.4406943288631737
2,4,2,2,400,0.45068571204319596
2,4,2,2,410,0.4633098850026727
2,4,2,2,420,0.47307408368214965
2,4,2,2,430,0.4854304459877312
2,4,2,2,440,0.4961117166094482
2,4,2,2,450,0.5070467889308929
2,4,2,2,460,0.5198056902736425
2,4,2,2,470,0.5306140989996493
2,4,2,2,480,0.542345720808953
2,4,2,2,490,0.5529158399440348
2,4,2,2,500,0.5621418016962707
2,4,2,2,510,0.5732532101683319
2,4,2,2,520,0.5866262908093631
2,4,2,2,530,0.5982652748934925
2,4,2,2,540,0.609994700178504
2,4,2,2,550,0.6188582740724087
2,4,2,2,560,0.6299854153767228
2,4,2,2,570,0.6421260759234428
2,4,2,2,580,0.6572002251632512
2,4,2,2,590,0.6630736920051277
2,4,4,1,20,0.022572950925678015
2,4,4,1,30,0.033985383808612823
2,4,4,1,40,0.045050287153571844
2,4,4,1,50,0.05679943598806858
2,4,4,1,60,0.06792974285781384
2,4,4,1,70,0.07958698691800237
2,4,4,1,80,0.09060611296445131
2,4,4,1,90,0.10178195824846625
2,4,4,1,100,0.11274368176236749
2,4,4,1,110,0.12423840211704373
2,4,4,1,120,0.13544236216694117
2,4,4,1,130,0.1473151631653309
2,4,4,1,140,0.15793264377862215
2,4,4,1,150,0.16896092472597957
2,4,4,1,160,0.18045070301741362
2,4,4,1,170,0.1918258466757834
2,4,4,1,180,0.20253794780001044
2,4,4,1,190,0.21323141921311617
2,4,4,1,200,0.2256493647582829
2,4,4,1,210,0.23683832585811615
2,4,4,1,220,0.24791968194767833
2,4,4,1,230,0.25865525705739856
2,4,4,1,240,0.26975682796910405
2,4,4,1,250,0.28097475599497557
2,4,4,1,260,0.29261398408561945
2,4,4,1,270,0.3057457390241325
2,4,4,1,280,0.3149541621096432
2,4,4,1,290,0.3268446843139827
2,4,4,1,300,0.3383923447690904
2,4,4,1,310,0.34984870441257954
2,4,4,1,320,0.36079234071075916
2,4,4,1,330,0.3720344118773937
2,4,4,1,340,0.38421653397381306
2,4,4,1,350,0.3960394379682839
2,4,4,1,360,0.4066618122160435
2,4,4,1,370,0.41867657424882054
2,4,4,1,380,0.42802247405052185
2,4,4,1,390,0.4407186610624194
2,4,4,1,400,0.45192766608670354
2,4,4,1,410,0.4637927049770951
2,4,4,1,420,0.4747788980603218
2,4,4,1,430,0.48696803813800216
2,4,4,1,440,0.4980228301137686
2,4,4,1,450,0.5106778810732067
2,4,4,1,460,0.5200280812568963
2,4,4,1,470,0.5312402131967247
2,4,4,1,480,0.5423095701262355
2,4,4,1,490,0.5548936203122139
2,4,4,1,500,0.566765776835382
2,4,4,1,510,0.5796326170675457
2,4,4,1,520,0.5910736676305532
2,4,4,1,530,0.6023331261239946
2,4,4,1,540,0.6133365808054805
2,4,4,1,550,0.62444580020383
2,4,4,1,560,0.633726425934583
2,4,4,1,570,0.6460363967344165
2,4,4,1,580,0.6569744879379869
2,4,4,1,590,0.6685512042604387
2,4,4,2,20,0.02269359538331628
2,4,4,2,30,0.03394525917246938
2,4,4,2,40,0.04508109204471111
2,4,4,2,50,0.05639082100242376
2,4,4,2,60,0.06760692223906517
2,4,4,2,70,0.07904261816293001
2,4,4,2,80,0.09042618004605174
2,4,4,2,90,0.10158003401011229
2,4,4,2,100,0.11299665505066514
2,4,4,2,110,0.12465931521728635
2,4,4,2,120,0.13590057101100683
2,4,4,2,130,0.14712317800149322
2,4,4,2,140,0.15817632619291544
2,4,4,2,150,0.1695572487078607
2,4,4,2,160,0.18018719321116805
2,4,4,2,170,0.19233058067038655
2,4,4,2,180,0.20356700476258993
2,4,4,2,190,0.21532461093738675
2,4,4,2,200,0.22543088207021356
2,4,4,2,210,0.2369084870442748
2,4,4,2,220,0.24833239801228046
2,4,4,2,230,0.2595689636655152
2,4,4,2,240,0.27103290893137455
2,4,4,2,250,0.28220286639407277
2,4,4,2,260,0.2934272261336446
2,4,4,2,270,0.3052076450549066
2,4,4,2,280,0.31629217602312565
2,4,4,2,290,0.3281431756913662
2,4,4,2,300,0.33845113404095173
2,4,4,2,310,0.35069064423441887
2,4,4,2,320,0.36258910223841667
2,4,4,2,330,0.373404401820153
2,4,4,2,340,0.38526172982528806
2,4,4,2,350,0.39572523115202785
2,4,4,2,360,0.406473274808377
2,4,4,2,370,0.41836168384179473
2,4,4,2,380,0.4282815810292959
2,4,4,2,390,0.4400736619718373
2,4,4,2,400,0.4518508091568947
2,4,4,2,410,0.46222536405548453
2,4,4,2,420,0.4739031665958464
2,4,4,2,430,0.4856817820109427
2,4,4,2,440,0.4952828101813793
2,4,4,2,450,0.5067195682786405
2,4,4,2,460,0.5177165530622005
2,4,4,2,470,0.5295933559536934
2,4,4,2,480,0.5413637398742139
2,4,4,2,490,0.5524396989494562
2,4,4,2,500,0.5633980990387499
2,4,4,2,510,0.5763739491812885
2,4,4,2,520,0.5862332140095532
2,4,4,2,530,0.5978496540337801
2,4,4,2,540,0.6080108098685741
2,4,4,2,550,0.6204076828435063
2,4,4,2,560,0.6300872820429504
2,4,4,2,570,0.644628768786788
2,4,4,2,580,0.6540680946782231
2,4,4,2,590,0.666576896328479
2,4,6,1,20,0.02274417271837592
2,4,6,1,30,0.03418968105688691
2,4,6,1,40,0.04548330279067159
2,4,6,1,50,0.05681729828938842
2,4,6,1,60,0.06804374186322093
2,4,6,1,70,0.07988669723272324
2,4,6,1,80,0.09128719195723534
2,4,6,1,90,0.1029326468706131
2,4,6,1,100,0.11366691906005144
2,4,6,1,110,0.12501306319609284
2,4,6,1,120,0.13725614687427878
2,4,6,1,130,0.14929925510659814
2,4,6,1,140,0.1598681639879942
2,4,6,1,150,0.17084783082827926
2,4,6,1,160,0.18388150073587894
2,4,6,1,170,0.19449610589072108
2,4,6,1,180,0.20556828891858459
2,4,6,1,190,0.21783120790496469
2,4,6,1,200,0.2283446337096393
2,4,6,1,210,0.23947213171049953
2,4,6,1,220,0.2508525582961738
2,4,6,1,230,0.261886318679899
2,4,6,1,240,0.2716726968064904
2,4,6,1,250,0.2838400541804731
2,4,6,1,260,0.294966587331146
2,4,6,1,270,0.30838612327352166
2,4,6,1,280,0.31899338122457266
2,4,6,1,290,0.33037173794582486
2,4,6,1,300,0.33989534620195627
2,4,6,1,310,0.35271848598495126
2,4,6,1,320,0.3633189657703042
2,4,6,1,330,0.3770820531062782
2,4,6,1,340,0.3886641198769212
2,4,6,1,350,0.39857124723494053
2,4,6,1,360,0.40845667012035847
2,4,6,1,370,0.42137594195082784
2,4,6,1,380,0.43180068116635084
2,4,6,1,390,0.4429879132658243
2,4,6,1,400,0.45415987400338054
2,4,6,1,410,0.46517621586099267
2,4,6,1,420,0.4768916480243206
2,4,6,1,430,0.4879343560896814
2,4,6,1,440,0.5023176288232207
2,4,6,1,450,0.5131038706749678
2,4,6,1,460,0.5271356920711696
2,4,6,1,470,0.5350721380673349
2,4,6,1,480,0.5464385352097452
2,4,6,1,490,0.5571035980246961
2,4,6,1,500,0.5671637882478535
2,4,6,1,510,0.5795539049431682
2,4,6,1,520,0.5906112561933696
2,4,6,1,530,0.602409784682095
2,4,6,1,540,0.6141393589787185
2,4,6,1,550,0.6256779497489333
2,4,6,1,560,0.6366494307294488
2,4,6,1,570,0.6483546700328588
2,4,6,1,580,0.6587164597585797
2,4,6,1,590,0.6712753479368985
2,4,6,2,20,0.022674918174743652
2,4,6,2,30,0.034076962154358625
2,4,6,2,40,0.045320679899305105
2,4,6,2,50,0.05653674295172095
2,4,6,2,60,0.06806823890656233
2,4,6,2,70,0.07943327305838466
2,4,6,2,80,0.0905285938642919
2,4,6,2,90,0.1020894031971693
2,4,6,2,100,0.1135775470174849
2,4,6,2,110,0.12467902200296521
2,4,6,2,120,0.1358322841115296
2,4,6,2,130,0.1476424471475184
2,4,6,2,140,0.15861974889412522
2,4,6,2,150,0.17036279011517763
2,4,6,2,160,0.1816352652385831
2,4,6,2,170,0.19347262615337968
2,4,6,2,180,0.20473281480371952
2,4,6,2,190,0.21600510319694877
2,4,6,2,200,0.22849198011681437
2,4,6,2,210,0.23991962522268295
2,4,6,2,220,0.2515983423218131
2,4,6,2,230,0.26271229796111584
2,4,6,2,240,0.27278365893289447
2,4,6,2,250,0.28502344293519855
2,4,6,2,260,0.29655716894194484
2,4,6,2,270,0.30817941296845675
2,4,6,2,280,0.3183330651372671
2,4,6,2,290,0.33117411425337195
2,4,6,2,300,0.3415327682159841
2,4,6,2,310,0.35340539971366525
2,4,6,2,320,0.3646195977926254
2,4,6,2,330,0.3753238618373871
2,4,6,2,340,0.3867168710567057
2,4,6,2,350,0.39802061393857
2,4,6,2,360,0.40922336699441075
2,4,6,2,370,0.421640926040709
2,4,6,2,380,0.4309532679617405
2,4,6,2,390,0.44508325308561325
2,4,6,2,400,0.45221197325736284
2,4,6,2,410,0.467365690972656
2,4,6,2,420,0.4764692881144583
2,4,6,2,430,0.4879498491063714
2,4,6,2,440,0.49953466188162565
2,4,6,2,450,0.51047033816576
2,4,6,2,460,0.5202076332643628
2,4,6,2,470,0.5315437647514045
2,4,6,2,480,0.5439212420023978
2,4,6,2,490,0.5532769979909062
2,4,6,2,500,0.5656323060393333
2,4,6,2,510,0.5796015169471502
2,4,6,2,520,0.5908486000262201
2,4,6,2,530,0.6011132537387311
2,4,6,2,540,0.610912929289043
2,4,6,2,550,0.6216361778788269
2,4,6,2,560,0.6330444072373211
2,4,6,2,570,0.6470336518250406
2,4,6,2,580,0.6583129866048694
2,4,6,2,590,0.6717356601729989
2,4,8,1,20,0.023260274901986122
2,4,8,1,30,0.03487761877477169
2,4,8,1,40,0.046281828079372644
2,4,8,1,50,0.05811807792633772
2,4,8,1,60,0.06940673803910613
2,4,8,1,70,0.08119303407147527
2,4,8,1,80,0.0925643970258534
2,4,8,1,90,0.1039712829515338
2,4,8,1,100,0.11627682903781533
2,4,8,1,110,0.127738150767982
2,4,8,1,120,0.1396649358794093
2,4,8,1,130,0.1508419942110777
2,4,8,1,140,0.16186617501080036
2,4,8,1,150,0.1735059036873281
2,4,8,1,160,0.18524772999808192
2,4,8,1,170,0.1970309317111969
2,4,8,1,180,0.2079210551455617
2,4,8,1,190,0.22000025492161512
2,4,8,1,200,0.2305821180343628
2,4,8,1,210,0.24306358816102147
2,4,8,1,220,0.2540358370169997
2,4,8,1,230,0.267284048255533
2,4,8,1,240,0.2770343767479062
2,4,8,1,250,0.2890965132974088
2,4,8,1,260,0.30129576986655593
2,4,8,1,270,0.31214969838038087
2,4,8,1,280,0.3233804809860885
2,4,8,1,290,0.3363911537453532
2,4,8,1,300,0.3472812147811055
2,4,8,1,310,0.3596973489038646
2,4,8,1,320,0.3704329589381814
2,4,8,1,330,0.38266691798344254
2,4,8,1,340,0.39416618598625064
2,4,8,1,350,0.40693813702091575
2,4,8,1,360,0.4176768772304058
2,4,8,1,370,0.4297578572295606
2,4,8,1,380,0.43955155927687883
2,4,8,1,390,0.45206461381167173
2,4,8,1,400,0.463258302770555
2,4,8,1,410,0.4765453399159014
2,4,8,1,420,0.48675789777189493
2,4,8,1,430,0.49823641777038574
2,4,8,1,440,0.5089990659616888
2,4,8,1,450,0.5217779567465186
2,4,8,1,460,0.5332184326834977
2,4,8,1,470,0.5447056191042066
2,4,8,1,480,0.5545626352541149
2,4,8,1,490,0.5692052487283945
2,4,8,1,500,0.5796901034191251
2,4,8,1,510,0.590624628122896
2,4,8,1,520,0.6023489581421018
2,4,8,1,530,0.6147657977417111
2,4,8,1,540,0.6250945120118558
2,4,8,1,550,0.6391596919856966
2,4,8,1,560,0.6487275152467191
2,4,8,1,570,0.661437242757529
2,4,8,1,580,0.6723280800506473
2,4,8,1,590,0.6845010998658836
2,4,8,2,20,0.023120878729969263
2,4,8,2,30,0.03455471294000745
2,4,8,2,40,0.045979229267686605
2,4,8,2,50,0.05767496721819043
2,4,8,2,60,0.06871820986270905
2,4,8,2,70,0.08071431331336498
2,4,8,2,80,0.09197220299392939
2,4,8,2,90,0.10350822098553181
2,4,8,2,100,0.11471039615571499
2,4,8,2,110,0.12654636474326253
2,4,8,2,120,0.13796126376837492
2,4,8,2,130,0.15013632597401738
2,4,8,2,140,0.16074943309649825
2,4,8,2,150,0.17191996378824115
2,4,8,2,160,0.18441156717017293
2,4,8,2,170,0.1959450296126306
2,4,8,2,180,0.20695037441328168
2,4,8,2,190,0.21770323580130935
2,4,8,2,200,0.22918974375352263
2,4,8,2,210,0.24088095594197512
2,4,8,2,220,0.2525778259150684
2,4,8,2,230,0.2643313934095204
2,4,8,2,240,0.275157512165606
2,4,8,2,250,0.2859167167916894
2,4,8,2,260,0.2970188478939235
2,4,8,2,270,0.3099919348023832
2,4,8,2,280,0.3210186408832669
2,4,8,2,290,0.33222210593521595
2,4,8,2,300,0.3437733231112361
2,4,8,2,310,0.35633182991296053
2,4,8,2,320,0.3674998292699456
2,4,8,2,330,0.3781285467557609
2,4,8,2,340,0.38887174474075437
2,4,8,2,350,0.40001563634723425
2,4,8,2,360,0.4120343290269375
2,4,8,2,370,0.42444390896707773
2,4,8,2,380,0.4356529717333615
2,4,8,2,390,0.4472322668880224
2,4,8,2,400,0.45819441275671124
2,4,8,2,410,0.4699485902674496
2,4,8,2,420,0.4805699340067804
2,4,8,2,430,0.49305124720558524
2,4,8,2,440,0.5037665190175176
2,4,8,2,450,0.5169725026935339
2,4,8,2,460,0.5254450859501958
2,4,8,2,470,0.5385024980641901
2,4,8,2,480,0.5497562042437494
2,4,8,2,490,0.5643760431557894
2,4,8,2,500,0.5730555630289018
2,4,8,2,510,0.5857775830663741
2,4,8,2,520,0.5956509001553059
2,4,8,2,530,0.6079508876428008
2,4,8,2,540,0.6182598741725087
2,4,8,2,550,0.6313827629201114
2,4,8,2,560,0.640725685749203
2,4,8,2,570,0.6540150558575988
2,4,8,2,580,0.6636594547890127
2,4,8,2,590,0.6743891360238194
2,4,10,1,20,0.024402141105383635
2,4,10,1,30,0.036410966888070107
2,4,10,1,40,0.048569330014288425
2,4,10,1,50,0.06094008078798652
2,4,10,1,60,0.0727724339812994
2,4,10,1,70,0.08458856586366892
2,4,10,1,80,0.09697093302384019
2,4,10,1,90,0.10884038917720318
2,4,10,1,100,0.12093409104272723
2,4,10,1,110,0.13348927116021514
2,4,10,1,120,0.14505950780585408
2,4,10,1,130,0.1577694909647107
2,4,10,1,140,0.1690887976437807
2,4,10,1,150,0.18156015314161777
2,4,10,1,160,0.19390256004408002
2,4,10,1,170,0.20566722704097629
2,4,10,1,180,0.2173500368371606
2,4,10,1,190,0.22999059595167637
2,4,10,1,200,0.24095067009329796
2,4,10,1,210,0.2531855800189078
2,4,10,1,220,0.26552231796085835
2,4,10,1,230,0.27858444582670927
2,4,10,1,240,0.28976646019145846
2,4,10,1,250,0.3021744564175606
2,4,10,1,260,0.31560352304950356
2,4,10,1,270,0.3271241062320769
2,4,10,1,280,0.3386854608543217
2,4,10,1,290,0.3503699339926243
2,4,10,1,300,0.36201183777302504
2,4,10,1,310,0.375322675332427
2,4,10,1,320,0.3864890611730516
2,4,10,1,330,0.3977400599978864
2,4,10,1,340,0.4099714090116322
2,4,10,1,350,0.42419060273095965
2,4,10,1,360,0.43461523577570915
2,4,10,1,370,0.4480873658321798
2,4,10,1,380,0.4577925559133291
2,4,10,1,390,0.4699323372915387
2,4,10,1,400,0.4804509552195668
2,4,10,1,410,0.4957962199114263
2,4,10,1,420,0.5064390222541988
2,4,10,1,430,0.5196532728150487
2,4,10,1,440,0.5312057267874479
2,4,10,1,450,0.5441917418502271
2,4,10,1,460,0.5542255267500877
2,4,10,1,470,0.5673660119064152
2,4,10,1,480,0.5797065277583897
2,4,10,1,490,0.5895883906632662
2,4,10,1,500,0.5994988670572639
2,4,10,1,510,0.6146135842427611
2,4,10,1,520,0.626125006005168
2,4,10,1,530,0.6400145892985165
2,4,10,1,540,0.6486066291108727
2,4,10,1,550,0.6622283048927784
2,4,10,1,560,0.6738218227401376
2,4,10,1,570,0.6872391416691244
2,4,10,1,580,0.6983932359144092
2,4,10,1,590,0.7130499393679202
2,4,10,2,20,0.02359472680836916
2,4,10,2,30,0.03534940304234624
2,4,10,2,40,0.047197900246828794
2,4,10,2,50,0.05863078497350216
2,4,10,2,60,0.07056683301925659
2,4,10,2,70,0.08278921525925398
2,4,10,2,80,0.09404487488791347
2,4,10,2,90,0.10591168887913227
2,4,10,2,100,0.11793699627742171
2,4,10,2,110,0.12952434364706278
2,4,10,2,120,0.1406471598893404
2,4,10,2,130,0.15257784724235535
2,4,10,2,140,0.1647051190957427
2,4,10,2,150,0.1762978183105588
2,4,10,2,160,0.18783102370798588
2,4,10,2,170,0.1992811057716608
2,4,10,2,180,0.21073909010738134
2,4,10,2,190,0.2222013659775257
2,4,10,2,200,0.23409575270488858
2,4,10,2,210,0.24590327683836222
2,4,10,2,220,0.2573979841545224
2,4,10,2,230,0.2693906989879906
2,4,10,2,240,0.28021705569699407
2,4,10,2,250,0.2926908847875893
2,4,10,2,260,0.3040728238411248
2,4,10,2,270,0.3160127499140799
2,4,10,2,280,0.32751625310629606
2,4,10,2,290,0.3382938369177282
2,4,10,2,300,0.3501106407493353
2,4,10,2,310,0.36347839096561074
2,4,10,2,320,0.3739941972307861
2,4,10,2,330,0.3853665660135448
2,4,10,2,340,0.3974017179571092
2,4,10,2,350,0.410346076823771
2,4,10,2,360,0.42079952685162425
2,4,10,2,370,0.432906708214432
2,4,10,2,380,0.442674795165658
2,4,10,2,390,0.4561136388219893
2,4,10,2,400,0.46858816407620907
2,4,10,2,410,0.480464025400579
2,4,10,2,420,0.4920643731020391
2,4,10,2,430,0.5034368978813291
2,4,10,2,440,0.5135595062747598
2,4,10,2,450,0.5268088039010763
2,4,10,2,460,0.5376713094301522
2,4,10,2,470,0.5498762358911335
2,4,10,2,480,0.5606470922939479
2,4,10,2,490,0.5724123199470341
2,4,10,2,500,0.5845998688600957
2,4,10,2,510,0.5960294269025326
2,4,10,2,520,0.607970766723156
2,4,10,2,530,0.6209585350006819
2,4,10,2,540,0.6313779186457396
2,4,10,2,550,0.6423012199811637
2,4,10,2,560,0.6543534812517464
2,4,10,2,570,0.6665308577939868
2,4,10,2,580,0.6793085429817438
2,4,10,2,590,0.6894862088374794
2,4,12,1,20,0.027294595260173082
2,4,12,1,30,0.04075452825054526
2,4,12,1,40,0.054270905908197165
2,4,12,1,50,0.0680251638405025
2,4,12,1,60,0.08159058215096593
2,4,12,1,70,0.09495488693937659
2,4,12,1,80,0.10842318180948496
2,4,12,1,90,0.1219693198800087
2,4,12,1,100,0.13500243704766035
2,4,12,1,110,0.148801542352885
2,4,12,1,120,0.16171438293531537
2,4,12,1,130,0.1752203581854701
2,4,12,1,140,0.18883274123072624
2,4,12,1,150,0.2026370083913207
2,4,12,1,160,0.215263441670686
2,4,12,1,170,0.22919091396033764
2,4,12,1,180,0.24246882926672697
2,4,12,1,190,0.25589610589668155
2,4,12,1,200,0.269351112190634
2,4,12,1,210,0.2837589429691434
2,4,12,1,220,0.29573947191238403
2,4,12,1,230,0.30942880269140005
2,4,12,1,240,0.322538489010185
2,4,12,1,250,0.3362295557744801
2,4,12,1,260,0.34903007792308927
2,4,12,1,270,0.3633687919937074
2,4,12,1,280,0.3752659000456333
2,4,12,1,290,0.3898546020500362
2,4,12,1,300,0.4022367103025317
2,4,12,1,310,0.4156896430067718
2,4,12,1,320,0.4282646728679538
2,4,12,1,330,0.4430481670424342
2,4,12,1,340,0.4555421289987862
2,4,12,1,350,0.46864861575886607
2,4,12,1,360,0.4825929459184408
2,4,12,1,370,0.49758249893784523
2,4,12,1,380,0.508930142968893
2,4,12,1,390,0.5244474406354129
2,4,12,1,400,0.5365457478910685
2,4,12,1,410,0.548949624877423
2,4,12,1,420,0.5625622193329036
2,4,12,1,430,0.5761062102392316
2,4,12,1,440,0.5892706331796944
2,4,12,1,450,0.603045279160142
2,4,12,1,460,0.6141824689693749
2,4,12,1,470,0.6290554217994213
2,4,12,1,480,0.6415453269146383
2,4,12,1,490,0.6568951196968555
2,4,12,1,500,0.6694217002950609
2,4,12,1,510,0.6851250529289246
2,4,12,1,520,0.6972937798127532
2,4,12,1,530,0.7101173037663102
2,4,12,1,540,0.7234300603158772
2,4,12,1,550,0.7368857809342444
2,4,12,1,560,0.7498542619869113
2,4,12,1,570,0.7642544507980347
2,4,12,1,580,0.7744873608462512
2,4,12,1,590,0.7889678538776934
2,4,12,2,20,0.02504928596317768
2,4,12,2,30,0.03775544697418809
2,4,12,2,40,0.050306081771850586
2,4,12,2,50,0.0628344970755279
2,4,12,2,60,0.07519573625177145
2,4,12,2,70,0.0875417678616941
2,4,12,2,80,0.1000539748929441
2,4,12,2,90,0.11224810825660825
2,4,12,2,100,0.12469490291550756
2,4,12,2,110,0.13737537385895848
2,4,12,2,120,0.14955502096563578
2,4,12,2,130,0.16228632209822536
2,4,12,2,140,0.1755439811386168
2,4,12,2,150,0.1878559780307114
2,4,12,2,160,0.19965349789708853
2,4,12,2,170,0.21209963597357273
2,4,12,2,180,0.22427643090486526
2,4,12,2,190,0.23587323632091284
2,4,12,2,200,0.24866231810301542
2,4,12,2,210,0.261136082932353
2,4,12,2,220,0.273667898029089
2,4,12,2,230,0.285868460778147
2,4,12,2,240,0.2977325180545449
2,4,12,2,250,0.3105064248666167
2,4,12,2,260,0.32274186005815864
2,4,12,2,270,0.335949947591871
2,4,12,2,280,0.348668138962239
2,4,12,2,290,0.361195663921535
2,4,12,2,300,0.372384546790272
2,4,12,2,310,0.386123183183372
2,4,12,2,320,0.3966457969509065
2,4,12,2,330,0.4101107274182141
2,4,12,2,340,0.421985836699605
2,4,12,2,350,0.43488766672089696
2,4,12,2,360,0.4466797118075192
2,4,12,2,370,0.45866710413247347
2,4,12,2,380,0.4698760840110481
2,4,12,2,390,0.48355025984346867
2,4,12,2,400,0.49458289379253983
2,4,12,2,410,0.5107347946614027
2,4,12,2,420,0.5217125453054905
2,4,12,2,430,0.53435461781919
2,4,12,2,440,0.5450999210588634
2,4,12,2,450,0.5589823871850967
2,4,12,2,460,0.5695623699575663
2,4,12,2,470,0.5820831707678735
2,4,12,2,480,0.5942519260570407
2,4,12,2,490,0.6067836279980838
2,4,12,2,500,0.6220419527962804
2,4,12,2,510,0.6325165103189647
2,4,12,2,520,0.6446689050644636
2,4,12,2,530,0.6575838481076062
2,4,12,2,540,0.6687210481613874
2,4,12,2,550,0.6822004709392786
2,4,12,2,560,0.6917286068201065
2,4,12,2,570,0.707174388691783
2,4,12,2,580,0.7179379276931286
2,4,12,2,590,0.7310363529250026
3,2,2,1,20,0.022520118858665228
3,2,2,1,30,0.033878348767757416
3,2,2,1,40,0.04533252492547035
3,2,2,1,50,0.05655438685789704
3,2,2,1,60,0.06760732317343354
3,2,2,1,70,0.07908150227740407
3,2,2,1,80,0.09053826797753572
3,2,2,1,90,0.10164185613393784
3,2,2,1,100,0.1130204419605434
3,2,2,1,110,0.12429790012538433
3,2,2,1,120,0.13626061426475644
3,2,2,1,130,0.14731360971927643
3,2,2,1,140,0.1583356182090938
3,2,2,1,150,0.17002812027931213
3,2,2,1,160,0.18114800099283457
3,2,2,1,170,0.1930915811099112
3,2,2,1,180,0.20397697715088725
3,2,2,1,190,0.21516672987490892
3,2,2,1,200,0.2270002174191177
3,2,2,1,210,0.238348298240453
3,2,2,1,220,0.24910415010526776
3,2,2,1,230,0.26089278422296047
3,2,2,1,240,0.27264191675931215
3,2,2,1,250,0.2828259249217808
3,2,2,1,260,0.294435101095587
3,2,2,1,270,0.3051456226967275
3,2,2,1,280,0.31680423580110073
3,2,2,1,290,0.32788246404379606
3,2,2,1,300,0.3385604089125991
3,2,2,1,310,0.350844606757164
3,2,2,1,320,0.36270417785272
3,2,2,1,330,0.3744278261438012
3,2,2,1,340,0.38451291574165225
3,2,2,1,350,0.39668448688462377
3,2,2,1,360,0.4068931061774492
3,2,2,1,370,0.4190537971444428
3,2,2,1,380,0.429314533714205
3,2,2,1,390,0.44226503372192383
3,2,2,1,400,0.4542194870300591
3,2,2,1,410,0.46488990914076567
3,2,2,1,420,0.4749187771230936
3,2,2,1,430,0.4871562672778964
3,2,2,1,440,0.49679170036688447
3,2,2,1,450,0.5095319040119648
3,2,2,1,460,0.5236417362466455
3,2,2,1,470,0.5344336847774684
3,2,2,1,480,0.5480804261751473
3,2,2,1,490,0.5557041792199016
3,2,2,1,500,0.5667250929400325
3,2,2,1,510,0.5789396469481289
3,2,2,1,520,0.5899209016934037
3,2,2,1,530,0.6006559571251273
3,2,2,1,540,0.6122360709123313
3,2,2,1,550,0.6228667232207954
3,2,2,1,560,0.6358733312226832
3,2,2,1,570,0.6482090777717531
3,2,2,1,580,0.6551581299863756
3,2,2,1,590,0.6680025141686201
3,2,2,2,20,0.02293153991922736
3,2,2,2,30,0.03386603528633714
3,2,2,2,40,0.045267181005328894
3,2,2,2,50,0.05666013713926077
3,2,2,2,60,0.0676920572295785
3,2,2,2,70,0.07917764689773321
3,2,2,2,80,0.09027702827006578
